Time(fs),Time_ZINDO(s),Time_LC-DFTB(s),Time_STO-3G(s),Time_3-21G(s),Time_6-31G(s),Time_def2-SVP(s),Time_def2-TZVP(s),Time_def2-QZVP(s)
6261,0.01865,0.26,0.388433,,,,,
6262,0.017717,0.26,0.408117,0.4305,,,,
6263,0.017667,0.26,0.390333,,,,,
6264,0.016983,0.26,0.384833,0.454017,0.666133,1.012517,,
6265,0.016633,0.26,0.388767,,,,,
6266,0.0165,0.26,0.387667,0.424417,,,,
6267,0.017383,0.25,0.402383,,,,,
6268,0.017817,0.24,0.414333,0.410417,0.6356,,,
6269,0.01725,0.24,0.395817,,,,,
6270,0.01585,0.24,0.382533,0.4197,,,,
6271,0.018533,0.25,0.393883,,,,,
6272,0.01765,0.26,0.384767,0.423017,0.655417,0.992367,3.504333,19.4136
6273,0.019217,0.27,0.38825,,,,,
6274,0.01895,0.26,0.380083,0.409567,,,,
6275,0.018783,0.26,0.3919,,,,,
6276,0.01645,0.26,0.40045,0.413733,0.617267,,,
6277,0.0193,0.26,0.38415,,,,,
6278,0.01645,0.27,0.38275,0.433983,,,,
6279,0.017033,0.26,0.4052,,,,,
6280,0.018167,0.26,0.410267,0.41115,0.645967,1.00435,,
6281,0.019583,0.26,0.435983,,,,,
6282,0.017117,0.26,0.4014,0.467017,,,,
6283,0.01665,0.25,0.3855,,,,,
6284,0.01835,0.25,0.407183,0.427867,0.612717,,,
6285,0.0178,0.25,0.39855,,,,,
6286,0.017133,0.24,0.4211,0.4104,,,,
6287,0.014933,0.25,0.405483,,,,,
6288,0.016533,0.24,0.405483,0.418183,0.62555,1.053083,3.507517,
6289,0.018817,0.25,0.38785,,,,,
6290,0.0166,0.26,0.385533,0.41775,,,,
6291,0.01645,0.26,0.4243,,,,,
6292,0.0197,0.27,0.416817,0.436383,0.65725,,,
6293,0.01755,0.26,0.391317,,,,,
6294,0.0173,0.26,0.4054,0.440917,,,,
6295,0.016267,0.26,0.395817,,,,,
6296,0.01655,0.26,0.4038,0.454733,0.61145,0.999583,,
6297,0.018233,0.26,0.42335,,,,,
6298,0.017717,0.26,0.403517,0.46415,,,,
6299,0.017867,0.26,0.408783,,,,,
6300,0.01775,0.26,0.427517,0.43985,0.661167,,,
6301,0.01935,0.26,0.4102,,,,,
6302,0.022283,0.26,0.411367,0.4366,,,,
6303,0.0208,0.26,0.401067,,,,,
6304,0.021217,0.24,0.397167,0.4268,0.62335,0.986433,3.509683,19.386867
6305,0.0196,0.25,0.387133,,,,,
6306,0.0202,0.24,0.406767,0.436733,,,,
6307,0.0201,0.24,0.419917,,,,,
6308,0.017483,0.25,0.3986,0.412333,0.631167,,,
6309,0.0215,0.25,0.40965,,,,,
6310,0.020017,0.25,0.39875,0.418033,,,,
6311,0.019967,0.25,0.431367,,,,,
6312,0.020333,0.26,0.402967,0.418733,0.647567,1.044633,,
6313,0.016967,0.26,0.404333,,,,,
6314,0.016783,0.26,0.42305,0.4353,,,,
6315,0.016333,0.26,0.4085,,,,,
6316,0.016217,0.26,0.412017,0.445083,0.623883,,,
6317,0.017167,0.26,0.383733,,,,,
6318,0.0173,0.26,0.386167,0.456,,,,
6319,0.0166,0.27,0.417433,,,,,
6320,0.017633,0.26,0.4335,0.401683,0.62205,1.014467,3.4076,
6321,0.018183,0.26,0.407533,,,,,
6322,0.016867,0.26,0.407,0.402067,,,,
6323,0.018017,0.24,0.3995,,,,,
6324,0.017483,0.25,0.386617,0.413883,0.634317,,,
6325,0.0199,0.24,0.38045,,,,,
6326,0.018417,0.24,0.396783,0.42525,,,,
6327,0.017717,0.26,0.3961,,,,,
6328,0.018567,0.26,0.400517,0.4228,0.6286,0.97355,,
6329,0.01955,0.26,0.4235,,,,,
6330,0.01635,0.26,0.40655,0.4525,,,,
6331,0.016417,0.26,0.41555,,,,,
6332,0.01675,0.26,0.401217,0.445267,0.66055,,,
6333,0.017033,0.26,0.416183,,,,,
6334,0.016117,0.26,0.43315,0.455717,,,,
6335,0.015933,0.26,0.367917,,,,,
6336,0.017467,0.26,0.363917,0.450883,0.674883,0.973983,3.47895,19.14425
6337,0.0163,0.25,0.379583,,,,,
6338,0.017683,0.26,0.3762,0.439833,,,,
6339,0.015983,0.26,0.3794,,,,,
6340,0.016683,0.25,0.384767,0.409867,0.620167,,,
6341,0.016133,0.25,0.398367,,,,,
6342,0.016633,0.25,0.38205,0.41455,,,,
6343,0.0179,0.24,0.387883,,,,,
6344,0.016233,0.24,0.39195,0.4144,0.6268,1.037367,,
6345,0.017467,0.24,0.38655,,,,,
6346,0.0178,0.24,0.40165,0.426217,,,,
6347,0.018167,0.25,0.387533,,,,,
6348,0.0174,0.26,0.39555,0.428867,0.623317,,,
6349,0.017833,0.26,0.401917,,,,,
6350,0.016783,0.26,0.41285,0.414717,,,,
6351,0.01645,0.26,0.390867,,,,,
6352,0.016717,0.26,0.40875,0.42805,0.6165,1.065933,3.491267,
6353,0.016083,0.26,0.401233,,,,,
6354,0.01885,0.26,0.4152,0.4294,,,,
6355,0.01525,0.26,0.392217,,,,,
6356,0.017067,0.26,0.400117,0.443367,0.644467,,,
6357,0.0166,0.26,0.4072,,,,,
6358,0.018183,0.26,0.38305,0.435117,,,,
6359,0.016667,0.26,0.392867,,,,,
6360,0.02025,0.26,0.393733,0.428183,0.637183,1.004483,,
6361,0.018017,0.26,0.400233,,,,,
6362,0.018217,0.24,0.432583,0.422617,,,,
6363,0.01655,0.24,0.410367,,,,,
6364,0.016017,0.25,0.4024,0.41255,0.62945,,,
6365,0.015867,0.24,0.413617,,,,,
6366,0.018883,0.25,0.398833,0.412467,,,,
6367,0.01725,0.26,0.433683,,,,,
6368,0.0159,0.26,0.405133,0.453783,0.690983,1.027567,3.400783,19.792633
6369,0.015317,0.25,0.400217,,,,,
6370,0.016817,0.26,0.395517,0.4427,,,,
6371,0.017767,0.27,0.382267,,,,,
6372,0.018217,0.26,0.4223,0.458933,0.68595,,,
6373,0.0165,0.27,0.416383,,,,,
6374,0.01655,0.26,0.4095,0.449283,,,,
6375,0.020083,0.27,0.425767,,,,,
6376,0.017317,0.27,0.41775,0.41175,0.671833,0.978283,,
6377,0.01645,0.26,0.409833,,,,,
6378,0.016533,0.26,0.386283,0.41315,,,,
6379,0.0162,0.26,0.392283,,,,,
6380,0.016217,0.25,0.409667,0.413683,0.629567,,,
6381,0.01745,0.24,0.41565,,,,,
6382,0.016617,0.25,0.4081,0.4207,,,,
6383,0.017967,0.25,0.42965,,,,,
6384,0.016567,0.26,0.413967,0.438817,0.610733,0.9648,3.50235,
6385,0.016433,0.25,0.437233,,,,,
6386,0.018233,0.26,0.399317,0.403817,,,,
6387,0.017233,0.25,0.410833,,,,,
6388,0.0171,0.26,0.404767,0.430717,0.628917,,,
6389,0.017817,0.26,0.409767,,,,,
6390,0.017167,0.26,0.4132,0.441583,,,,
6391,0.017983,0.27,0.395983,,,,,
6392,0.017567,0.27,0.395733,0.416283,0.624083,1.029083,,
6393,0.017967,0.26,0.41195,,,,,
6394,0.017967,0.26,0.403983,0.4365,,,,
6395,0.0176,0.26,0.421433,,,,,
6396,0.0182,0.27,0.403517,0.4107,0.644517,,,
6397,0.015267,0.26,0.415033,,,,,
6398,0.0189,0.24,0.418583,0.436383,,,,
6399,0.018033,0.24,0.44755,,,,,
6400,0.016783,0.24,0.4503,0.4224,0.630983,1.0824,3.616267,21.040967
6401,0.0177,0.24,0.38675,,,,,
6402,0.01875,0.24,0.380917,0.419383,,,,
6403,0.017517,0.26,0.38975,,,,,
6404,0.019283,0.26,0.389267,0.408183,0.633617,,,
6405,0.021767,0.25,0.372667,,,,,
6406,0.019217,0.26,0.40415,0.416633,,,,
6407,0.0187,0.26,0.398917,,,,,
6408,0.020117,0.26,0.387283,0.435,0.6221,0.964767,,
6409,0.018667,0.26,0.40735,,,,,
6410,0.018467,0.26,0.391817,0.422783,,,,
6411,0.017517,0.26,0.416533,,,,,
6412,0.018633,0.26,0.398617,0.454267,0.626533,,,
6413,0.017933,0.26,0.410617,,,,,
6414,0.01555,0.26,0.393567,0.4387,,,,
6415,0.017833,0.25,0.419983,,,,,
6416,0.01885,0.25,0.432683,0.422317,0.637667,0.992467,3.635,
6417,0.016783,0.25,0.41405,,,,,
6418,0.017083,0.24,0.409167,0.415417,,,,
6419,0.0178,0.24,0.383367,,,,,
6420,0.01975,0.25,0.396817,0.419017,0.619283,,,
6421,0.01785,0.26,0.391067,,,,,
6422,0.016667,0.25,0.382233,0.461167,,,,
6423,0.016167,0.26,0.36175,,,,,
6424,0.017783,0.25,0.400967,0.4474,0.62405,0.969517,,
6425,0.0187,0.26,0.3876,,,,,
6426,0.018217,0.26,0.391133,0.430083,,,,
6427,0.017617,0.26,0.421683,,,,,
6428,0.019283,0.26,0.404867,0.44135,0.6781,,,
6429,0.017917,0.26,0.406817,,,,,
6430,0.015783,0.26,0.4144,0.449567,,,,
6431,0.017083,0.26,0.401433,,,,,
6432,0.01785,0.26,0.401417,0.45065,0.648067,0.958683,3.490567,19.156183
6433,0.017983,0.25,0.393633,,,,,
6434,0.017317,0.26,0.4089,0.461317,,,,
6435,0.017133,0.25,0.419733,,,,,
6436,0.019233,0.24,0.413017,0.4495,0.65345,,,
6437,0.019483,0.24,0.404333,,,,,
6438,0.017417,0.24,0.406633,0.437567,,,,
6439,0.016767,0.25,0.441183,,,,,
6440,0.017467,0.26,0.429417,0.416167,0.656433,1.024383,,
6441,0.016317,0.26,0.401317,,,,,
6442,0.016883,0.25,0.408,0.42065,,,,
6443,0.018183,0.26,0.40465,,,,,
6444,0.018483,0.26,0.404217,0.459333,0.6222,,,
6445,0.019633,0.26,0.399333,,,,,
6446,0.018117,0.26,0.397133,0.4063,,,,
6447,0.01575,0.26,0.409317,,,,,
6448,0.01595,0.26,0.420967,0.416833,0.657467,1.066417,3.659167,
6449,0.018183,0.27,0.428383,,,,,
6450,0.01735,0.26,0.40905,0.412133,,,,
6451,0.017183,0.26,0.41,,,,,
6452,0.01595,0.26,0.389583,0.42535,0.63915,,,
6453,0.02175,0.25,0.388517,,,,,
6454,0.0177,0.25,0.382433,0.426,,,,
6455,0.018417,0.24,0.387867,,,,,
6456,0.017333,0.24,0.403033,0.417883,0.637933,1.034067,,
6457,0.017817,0.26,0.3885,,,,,
6458,0.018583,0.26,0.409167,0.4263,,,,
6459,0.0185,0.26,0.410267,,,,,
6460,0.01815,0.25,0.433867,0.410067,0.644667,,,
6461,0.018883,0.26,0.433833,,,,,
6462,0.017383,0.26,0.41945,0.448517,,,,
6463,0.018867,0.26,0.434633,,,,,
6464,0.016817,0.26,0.400683,0.444533,0.667383,1.014217,3.625683,18.57885
6465,0.018017,0.26,0.395867,,,,,
6466,0.017383,0.27,0.391383,0.463383,,,,
6467,0.017183,0.26,0.4094,,,,,
6468,0.018817,0.26,0.4242,0.45435,0.706967,,,
6469,0.017217,0.26,0.386833,,,,,
6470,0.018083,0.26,0.3805,0.429183,,,,
6471,0.016033,0.26,0.372817,,,,,
6472,0.016417,0.26,0.37125,0.46055,0.675533,0.9702,,
6473,0.017167,0.25,0.3924,,,,,
6474,0.016833,0.24,0.415183,0.44315,,,,
6475,0.016183,0.25,0.393033,,,,,
6476,0.017733,0.25,0.39325,0.420183,0.6774,,,
6477,0.01625,0.24,0.398783,,,,,
6478,0.01645,0.26,0.3939,0.413517,,,,
6479,0.01805,0.25,0.3818,,,,,
6480,0.01665,0.27,0.383833,0.411583,0.63525,1.01185,3.6381,
6481,0.016317,0.26,0.407867,,,,,
6482,0.018217,0.26,0.412833,0.42245,,,,
6483,0.0171,0.26,0.39815,,,,,
6484,0.018517,0.26,0.401983,0.410583,0.631683,,,
6485,0.0177,0.26,0.38065,,,,,
6486,0.018867,0.26,0.38345,0.419517,,,,
6487,0.017033,0.26,0.39725,,,,,
6488,0.018933,0.26,0.384117,0.417783,0.629367,1.023867,,
6489,0.018017,0.26,0.39185,,,,,
6490,0.01895,0.25,0.404733,0.4085,,,,
6491,0.016767,0.25,0.397233,,,,,
6492,0.0183,0.25,0.405833,0.413867,0.628767,,,
6493,0.017467,0.24,0.439867,,,,,
6494,0.016467,0.25,0.399417,0.417967,,,,
6495,0.017067,0.24,0.404817,,,,,
6496,0.017067,0.26,0.397033,0.41565,0.6239,1.08365,3.62805,21.126233
6497,0.019217,0.25,0.400533,,,,,
6498,0.0165,0.25,0.394083,0.44715,,,,
6499,0.0171,0.25,0.424733,,,,,
6500,0.017917,0.26,0.403467,0.426617,0.616783,,,
6501,0.0185,0.26,0.4088,,,,,
6502,0.017183,0.26,0.40565,0.452983,,,,
6503,0.016667,0.26,0.40605,,,,,
6504,0.016767,0.27,0.408117,0.429383,0.662533,1.009617,,
6505,0.018817,0.26,0.41175,,,,,
6506,0.017167,0.27,0.397183,0.41715,,,,
6507,0.016433,0.25,0.390333,,,,,
6508,0.01885,0.26,0.415617,0.44385,0.643133,,,
6509,0.019283,0.26,0.445483,,,,,
6510,0.02075,0.25,0.435283,0.449967,,,,
6511,0.019133,0.26,0.431383,,,,,
6512,0.017833,0.25,0.396033,0.426217,0.621967,1.0625,3.634817,
6513,0.017283,0.25,0.421833,,,,,
6514,0.016933,0.25,0.41535,0.4112,,,,
6515,0.01895,0.25,0.42365,,,,,
6516,0.017433,0.25,0.415,0.422533,0.643133,,,
6517,0.0173,0.26,0.397833,,,,,
6518,0.014817,0.25,0.4039,0.462567,,,,
6519,0.016633,0.27,0.419783,,,,,
6520,0.018783,0.26,0.387867,0.452483,0.690583,1.012617,,
6521,0.017,0.26,0.404817,,,,,
6522,0.0181,0.26,0.41565,0.459933,,,,
6523,0.016667,0.25,0.40665,,,,,
6524,0.01795,0.26,0.40675,0.45325,0.6431,,,
6525,0.015517,0.26,0.409533,,,,,
6526,0.017217,0.26,0.389617,0.4373,,,,
6527,0.01645,0.26,0.39725,,,,,
6528,0.016267,0.26,0.4103,0.460183,0.609083,1.015083,3.62455,20.026767
6529,0.0176,0.25,0.426267,,,,,
6530,0.016583,0.24,0.435933,0.420183,,,,
6531,0.017133,0.24,0.42415,,,,,
6532,0.017817,0.25,0.43855,0.40125,0.6507,,,
6533,0.016683,0.26,0.4193,,,,,
6534,0.017167,0.25,0.414233,0.432,,,,
6535,0.017617,0.25,0.396467,,,,,
6536,0.019367,0.26,0.397233,0.446267,0.620183,0.970783,,
6537,0.018317,0.26,0.39025,,,,,
6538,0.01935,0.26,0.392183,0.46655,,,,
6539,0.0179,0.26,0.390217,,,,,
6540,0.017117,0.26,0.400817,0.4325,0.624533,,,
6541,0.017533,0.26,0.424183,,,,,
6542,0.016567,0.26,0.396867,0.459417,,,,
6543,0.017933,0.27,0.397917,,,,,
6544,0.016833,0.26,0.39605,0.43725,0.646067,0.9687,3.26245,
6545,0.016067,0.26,0.387017,,,,,
6546,0.0189,0.26,0.389617,0.418433,,,,
6547,0.016733,0.25,0.396783,,,,,
6548,0.018033,0.26,0.391967,0.422333,0.62145,,,
6549,0.017867,0.25,0.40995,,,,,
6550,0.017233,0.24,0.39755,0.432183,,,,
6551,0.0173,0.25,0.383967,,,,,
6552,0.017283,0.25,0.425033,0.433883,0.631117,0.977233,,
6553,0.017783,0.26,0.387633,,,,,
6554,0.017167,0.26,0.397267,0.40595,,,,
6555,0.0164,0.26,0.4001,,,,,
6556,0.0172,0.27,0.385533,0.4089,0.6318,,,
6557,0.016667,0.26,0.412633,,,,,
6558,0.0168,0.26,0.416583,0.409733,,,,
6559,0.01555,0.28,0.399117,,,,,
6560,0.015867,0.26,0.415683,0.42175,0.636867,1.00615,3.498683,19.317567
6561,0.017533,0.26,0.413933,,,,,
6562,0.017067,0.26,0.3943,0.440183,,,,
6563,0.019533,0.26,0.408483,,,,,
6564,0.01785,0.26,0.397833,0.444567,0.662217,,,
6565,0.017,0.25,0.416183,,,,,
6566,0.017517,0.26,0.42055,0.435533,,,,
6567,0.0188,0.25,0.409583,,,,,
6568,0.017383,0.25,0.410283,0.4215,0.638133,1.08755,,
6569,0.01865,0.25,0.430467,,,,,
6570,0.01865,0.25,0.3911,0.42045,,,,
6571,0.01985,0.25,0.393983,,,,,
6572,0.017783,0.25,0.38,0.430267,0.6857,,,
6573,0.016583,0.26,0.3936,,,,,
6574,0.016167,0.26,0.420933,0.442683,,,,
6575,0.019933,0.26,0.404633,,,,,
6576,0.017233,0.26,0.429417,0.451383,0.71675,1.0452,3.64255,
6577,0.017033,0.27,0.399633,,,,,
6578,0.015933,0.26,0.416383,0.44795,,,,
6579,0.01755,0.26,0.404433,,,,,
6580,0.016517,0.26,0.417333,0.430083,0.671233,,,
6581,0.01725,0.26,0.392083,,,,,
6582,0.01745,0.26,0.407717,0.4388,,,,
6583,0.017,0.26,0.4052,,,,,
6584,0.018383,0.26,0.392517,0.407183,0.630733,0.989667,,
6585,0.017683,0.26,0.400033,,,,,
6586,0.017533,0.26,0.426483,0.4174,,,,
6587,0.019383,0.26,0.418333,,,,,
6588,0.019067,0.26,0.406483,0.424317,0.653483,,,
6589,0.017967,0.25,0.4061,,,,,
6590,0.016517,0.26,0.437733,0.41815,,,,
6591,0.017333,0.24,0.398367,,,,,
6592,0.01675,0.25,0.392667,0.412167,0.65235,0.97245,3.512617,19.433783
6593,0.017333,0.26,0.411683,,,,,
6594,0.016033,0.26,0.3979,0.444883,,,,
6595,0.01615,0.26,0.40165,,,,,
6596,0.015733,0.27,0.429483,0.455417,0.644117,,,
6597,0.01765,0.26,0.402483,,,,,
6598,0.016967,0.27,0.411917,0.442333,,,,
6599,0.0168,0.26,0.4072,,,,,
6600,0.017083,0.26,0.39355,0.416067,0.629133,0.969417,,
6601,0.017183,0.26,0.38685,,,,,
6602,0.01655,0.26,0.384567,0.417167,,,,
6603,0.019667,0.26,0.405033,,,,,
6604,0.016717,0.26,0.401933,0.4259,0.6137,,,
6605,0.0166,0.26,0.412633,,,,,
6606,0.018133,0.25,0.436717,0.437533,,,,
6607,0.01725,0.25,0.401683,,,,,
6608,0.02205,0.25,0.417867,0.409333,0.6266,1.081683,3.64305,
6609,0.020067,0.25,0.399183,,,,,
6610,0.018067,0.25,0.412383,0.40655,,,,
6611,0.02105,0.25,0.403783,,,,,
6612,0.017683,0.25,0.420933,0.4245,0.624417,,,
6613,0.01545,0.26,0.387933,,,,,
6614,0.018667,0.26,0.4197,0.417567,,,,
6615,0.020383,0.26,0.396167,,,,,
6616,0.01745,0.26,0.41445,0.425,0.656367,0.976433,,
6617,0.015417,0.26,0.38155,,,,,
6618,0.015367,0.26,0.3788,0.432567,,,,
6619,0.015117,0.26,0.38235,,,,,
6620,0.018733,0.25,0.406833,0.42415,0.620333,,,
6621,0.017933,0.25,0.403967,,,,,
6622,0.016033,0.25,0.38825,0.41555,,,,
6623,0.017333,0.26,0.391867,,,,,
6624,0.016617,0.24,0.384817,0.443917,0.617383,1.001633,3.655617,21.320567
6625,0.01705,0.24,0.386783,,,,,
6626,0.01885,0.24,0.3753,0.412567,,,,
6627,0.020333,0.25,0.391833,,,,,
6628,0.019033,0.24,0.39855,0.43375,0.621233,,,
6629,0.0173,0.25,0.414267,,,,,
6630,0.015183,0.26,0.432933,0.411917,,,,
6631,0.017267,0.26,0.418,,,,,
6632,0.016867,0.26,0.39845,0.432433,0.646683,0.9906,,
6633,0.016733,0.26,0.403417,,,,,
6634,0.01655,0.27,0.399017,0.456683,,,,
6635,0.017333,0.26,0.394633,,,,,
6636,0.018933,0.26,0.393067,0.440683,0.6322,,,
6637,0.018267,0.27,0.400967,,,,,
6638,0.016933,0.26,0.402033,0.440567,,,,
6639,0.017167,0.26,0.415583,,,,,
6640,0.0181,0.26,0.42345,0.4454,0.613117,1.04255,3.637433,
6641,0.019017,0.26,0.41945,,,,,
6642,0.017417,0.26,0.4122,0.416417,,,,
6643,0.01845,0.25,0.408817,,,,,
6644,0.018483,0.26,0.402767,0.413217,0.656517,,,
6645,0.01795,0.26,0.411067,,,,,
6646,0.0169,0.25,0.39185,0.4067,,,,
6647,0.0162,0.24,0.389183,,,,,
6648,0.0187,0.26,0.435217,0.434017,0.633967,1.0009,,
6649,0.01865,0.26,0.417017,,,,,
6650,0.016683,0.26,0.393233,0.411483,,,,
6651,0.01695,0.26,0.406483,,,,,
6652,0.016533,0.27,0.402833,0.422583,0.61785,,,
6653,0.016683,0.26,0.399717,,,,,
6654,0.01655,0.26,0.409283,0.413483,,,,
6655,0.01745,0.26,0.42355,,,,,
6656,0.017283,0.27,0.38795,0.416967,0.64255,1.022317,3.653633,19.9421
6657,0.018483,0.26,0.3915,,,,,
6658,0.017383,0.26,0.443633,0.411283,,,,
6659,0.017383,0.26,0.410533,,,,,
6660,0.01725,0.26,0.404717,0.452317,0.6233,,,
6661,0.0187,0.26,0.4072,,,,,
6662,0.0173,0.26,0.385017,0.408917,,,,
6663,0.01785,0.26,0.404733,,,,,
6664,0.01775,0.25,0.439917,0.436767,0.62775,0.980583,,
6665,0.017467,0.26,0.389883,,,,,
6666,0.017683,0.26,0.378433,0.447933,,,,
6667,0.0175,0.26,0.38595,,,,,
6668,0.018733,0.26,0.403133,0.449333,0.629883,,,
6669,0.017917,0.26,0.40225,,,,,
6670,0.017167,0.26,0.443167,0.4569,,,,
6671,0.016733,0.27,0.416417,,,,,
6672,0.017183,0.26,0.390667,0.430217,0.66865,1.068933,3.608717,
6673,0.01575,0.26,0.384633,,,,,
6674,0.018117,0.26,0.422933,0.4479,,,,
6675,0.016133,0.26,0.417533,,,,,
6676,0.01885,0.26,0.3856,0.455517,0.652633,,,
6677,0.0173,0.26,0.388667,,,,,
6678,0.017267,0.26,0.398367,0.434633,,,,
6679,0.017417,0.26,0.400217,,,,,
6680,0.01785,0.25,0.409117,0.418683,0.612267,0.996833,,
6681,0.018267,0.25,0.38465,,,,,
6682,0.016567,0.25,0.380117,0.413717,,,,
6683,0.01765,0.24,0.377383,,,,,
6684,0.01625,0.24,0.37105,0.437283,0.653733,,,
6685,0.0183,0.25,0.394533,,,,,
6686,0.015533,0.26,0.385933,0.415283,,,,
6687,0.01635,0.25,0.39985,,,,,
6688,0.01755,0.26,0.390767,0.421067,0.6416,1.043167,3.503933,20.075567
6689,0.018917,0.27,0.44975,,,,,
6690,0.017417,0.26,0.400567,0.4082,,,,
6691,0.0167,0.26,0.38755,,,,,
6692,0.017817,0.26,0.397867,0.413983,0.659117,,,
6693,0.0169,0.27,0.408783,,,,,
6694,0.0173,0.26,0.381683,0.416233,,,,
6695,0.016267,0.26,0.383133,,,,,
6696,0.01715,0.26,0.392133,0.425517,0.6236,1.0477,,
6697,0.01505,0.26,0.391967,,,,,
6698,0.017267,0.25,0.396417,0.450883,,,,
6699,0.01695,0.25,0.392467,,,,,
6700,0.018,0.25,0.4064,0.427467,0.64095,,,
6701,0.01755,0.24,0.38355,,,,,
6702,0.015533,0.26,0.385783,0.4123,,,,
6703,0.017383,0.26,0.391067,,,,,
6704,0.017533,0.26,0.40495,0.429,0.635167,0.975533,3.274333,
6705,0.018517,0.26,0.406783,,,,,
6706,0.016717,0.26,0.4144,0.420283,,,,
6707,0.01755,0.26,0.429783,,,,,
6708,0.0162,0.27,0.410733,0.445467,0.63085,,,
6709,0.016233,0.26,0.408217,,,,,
6710,0.019017,0.26,0.420567,0.4226,,,,
6711,0.018733,0.26,0.385317,,,,,
6712,0.017717,0.26,0.42345,0.441283,0.613933,0.987867,,
6713,0.017283,0.26,0.411817,,,,,
6714,0.020283,0.26,0.429367,0.422617,,,,
6715,0.017317,0.26,0.418733,,,,,
6716,0.017217,0.27,0.414733,0.460917,0.699317,,,
6717,0.017083,0.26,0.4054,,,,,
6718,0.017717,0.26,0.38295,0.415817,,,,
6719,0.016967,0.26,0.410983,,,,,
6720,0.015383,0.25,0.3791,0.4084,0.6351,0.991233,3.51325,19.204367
6721,0.018017,0.25,0.3963,,,,,
6722,0.0156,0.26,0.412367,0.4225,,,,
6723,0.0163,0.26,0.4132,,,,,
6724,0.0182,0.26,0.4085,0.435517,0.6657,,,
6725,0.017467,0.26,0.432167,,,,,
6726,0.017967,0.26,0.403233,0.40875,,,,
6727,0.018433,0.26,0.402467,,,,,
6728,0.017,0.26,0.3932,0.406067,0.620017,1.051933,,
6729,0.0177,0.26,0.401367,,,,,
6730,0.016633,0.26,0.396617,0.464633,,,,
6731,0.016067,0.26,0.406733,,,,,
6732,0.016733,0.26,0.410083,0.443183,0.658617,,,
6733,0.017217,0.26,0.437033,,,,,
6734,0.017817,0.26,0.401983,0.42145,,,,
6735,0.018517,0.26,0.4067,,,,,
6736,0.0175,0.26,0.4181,0.4052,0.683217,0.99965,3.50405,
6737,0.016217,0.25,0.419717,,,,,
6738,0.017417,0.26,0.433433,0.41925,,,,
6739,0.0167,0.25,0.404117,,,,,
6740,0.016267,0.26,0.413333,0.4381,0.627017,,,
6741,0.018083,0.25,0.392783,,,,,
6742,0.016633,0.25,0.39945,0.407467,,,,
6743,0.01665,0.26,0.404433,,,,,
6744,0.01605,0.26,0.408817,0.43565,0.626017,0.980917,,
6745,0.019267,0.26,0.404833,,,,,
6746,0.018883,0.26,0.422633,0.4553,,,,
6747,0.016933,0.26,0.386833,,,,,
6748,0.017383,0.26,0.38945,0.408583,0.628167,,,
6749,0.0201,0.26,0.390267,,,,,
6750,0.018267,0.26,0.38725,0.450433,,,,
6751,0.016933,0.26,0.387567,,,,,
6752,0.017433,0.26,0.414433,0.40665,0.634133,0.9675,3.500633,19.338117
6753,0.016417,0.26,0.42355,,,,,
6754,0.018433,0.26,0.428833,0.399817,,,,
6755,0.0162,0.26,0.380683,,,,,
6756,0.016633,0.26,0.38545,0.422967,0.632833,,,
6757,0.01795,0.24,0.408517,,,,,
6758,0.017517,0.24,0.383317,0.40885,,,,
6759,0.0164,0.25,0.4355,,,,,
6760,0.017667,0.25,0.424717,0.43165,0.617733,1.047983,,
6761,0.017067,0.26,0.4168,,,,,
6762,0.0173,0.25,0.41845,0.422683,,,,
6763,0.0197,0.26,0.383433,,,,,
6764,0.0194,0.27,0.395783,0.407683,0.6351,,,
6765,0.0179,0.26,0.390483,,,,,
6766,0.017283,0.26,0.39385,0.435733,,,,
6767,0.017333,0.27,0.391333,,,,,
6768,0.018617,0.26,0.4006,0.455517,0.615733,1.04835,3.271917,
6769,0.016817,0.26,0.41275,,,,,
6770,0.018033,0.26,0.405783,0.419367,,,,
6771,0.017617,0.26,0.4047,,,,,
6772,0.018317,0.26,0.4064,0.406417,0.61805,,,
6773,0.017783,0.26,0.41195,,,,,
6774,0.0172,0.26,0.382417,0.411367,,,,
6775,0.01715,0.25,0.386283,,,,,
6776,0.019717,0.26,0.406533,0.435267,0.6275,1.058583,,
6777,0.017933,0.26,0.422283,,,,,
6778,0.01725,0.26,0.43985,0.4081,,,,
6779,0.017967,0.3,0.403267,,,,,
6780,0.018883,0.26,0.424517,0.436767,0.64175,,,
6781,0.017633,0.3,0.40245,,,,,
6782,0.017867,0.27,0.411733,0.422067,,,,
6783,0.018367,0.28,0.41655,,,,,
6784,0.017617,0.28,0.42695,0.449967,0.697517,0.983283,3.281217,19.121983
6785,0.017067,0.26,0.386817,,,,,
6786,0.015867,0.26,0.409517,0.446333,,,,
6787,0.01605,0.26,0.41425,,,,,
6788,0.0174,0.28,0.410483,0.454033,0.682417,,,
6789,0.0161,0.26,0.412983,,,,,
6790,0.017317,0.26,0.415167,0.4498,,,,
6791,0.017967,0.26,0.411883,,,,,
6792,0.016917,0.25,0.428567,0.4096,0.66225,1.08505,,
6793,0.018,0.25,0.403133,,,,,
6794,0.017567,0.26,0.391233,0.411333,,,,
6795,0.016933,0.25,0.393183,,,,,
6796,0.016983,0.26,0.380533,0.414567,0.6146,,,
6797,0.016783,0.26,0.3723,,,,,
6798,0.01655,0.26,0.406967,0.4219,,,,
