Time(fs),Time_ZINDO(s),Time_LC-DFTB(s),Time_STO-3G(s),Time_3-21G(s),Time_6-31G(s),Time_def2-SVP(s),Time_def2-TZVP(s),Time_def2-QZVP(s)
12726,0.017933,0.26,,,,,3.63395,21.278033
12727,0.017433,0.26,,,,,3.638417,21.23825
12728,0.0169,0.25,,,,,3.636483,19.274433
12729,0.017417,0.25,,,,,3.638383,20.55695
12730,0.016317,0.24,,,,,3.515733,20.658667
12731,0.018817,0.25,,,,,3.504817,20.547667
12732,0.01765,0.25,,,,,3.511783,19.233767
12733,0.01695,0.25,,,,,3.5077,19.245
12734,0.016917,0.26,,,,,3.500117,19.1131
12735,0.017417,0.26,,,,,3.49675,19.2395
12736,0.018,0.25,,,,,3.503183,19.215133
12737,0.018,0.25,,,,,3.293483,19.240633
12738,0.01675,0.25,,,,,3.391467,19.8074
12739,0.01855,0.27,,,,,3.623367,19.828583
12740,0.01945,0.26,,,,,3.6325,19.861783
12741,0.0177,0.26,,,,,3.635067,19.9563
12742,0.017783,0.26,,,,,3.62475,21.189483
12743,0.01735,0.26,,,,,3.407067,20.509333
12744,0.02005,0.26,,,,,3.62785,20.566067
12745,0.017133,0.26,,,,,3.634217,19.9105
12746,0.017667,0.26,,,,,3.39085,19.821483
12747,0.01815,0.26,,,,,3.279017,19.270717
12748,0.017867,0.26,,,,,3.489633,19.384467
12749,0.019283,0.25,,,,,3.469467,19.2349
12750,0.016733,0.25,,,,,3.4649,20.399883
12751,0.018833,0.26,,,,,3.605367,20.94775
12752,0.019483,0.26,,,,,3.627167,19.876033
12753,0.017,0.26,,,,,3.62165,19.8775
12754,0.01555,0.26,,,,,3.62495,19.822567
12755,0.018617,0.26,,,,,3.641217,19.365833
12756,0.017883,0.26,,,,,3.616217,19.964833
12757,0.01735,0.26,,,,,3.487633,19.426117
12758,0.017833,0.25,,,,,3.629367,19.92735
12759,0.0166,0.27,,,,,3.627883,19.962033
12760,0.0165,0.26,,,,,3.6056,19.13115
12761,0.0165,0.26,,,,,3.495917,20.568283
12762,0.018167,0.26,,,,,3.506917,20.5428
12763,0.016567,0.26,,,,,3.48975,20.532483
12764,0.016983,0.26,,,,,4.5075,19.196433
12765,0.017067,0.26,,,,,4.492633,19.233717
12766,0.01705,0.26,,,,,4.466783,19.338067
12767,0.0168,0.26,,,,,4.43195,19.256933
12768,0.016433,0.25,,,,,4.393517,19.389717
12769,0.016283,0.26,,,,,4.27445,19.301467
12770,0.017083,0.25,,,,,4.027733,19.793917
12771,0.016283,0.26,,,,,3.69645,19.70415
12772,0.017033,0.26,,,,,3.535,19.741483
12773,0.016783,0.26,,,,,3.5669,19.82225
12774,0.018333,0.26,,,,,3.54275,19.96985
12775,0.017367,0.26,,,,,3.6185,19.827383
12776,0.01725,0.26,,,,,3.628333,19.934333
12777,0.01655,0.26,,,,,3.609867,19.7822
12778,0.0167,0.25,,,,,3.62985,19.7687
12779,0.016333,0.25,,,,,3.633617,20.766467
12780,0.0171,0.26,,,,,3.478017,20.0923
12781,0.017,0.26,,,,,3.4834,19.1435
12782,0.0164,0.26,,,,,3.499283,19.0301
12783,0.01885,0.25,,,,,3.260417,18.998183
12784,0.018817,0.26,,,,,3.247417,19.0939
12785,0.016717,0.25,,,,,3.255433,19.908633
12786,0.01715,0.26,,,,,3.50195,19.695233
12787,0.020383,0.24,,,,,3.645133,19.763833
12788,0.01725,0.25,,,,,3.625467,19.847417
12789,0.017967,0.24,,,,,3.619483,20.887417
12790,0.017417,0.25,,,,,3.615783,19.202033
12791,0.01985,0.25,,,,,3.62905,21.138017
12792,0.018483,0.25,,,,,3.505933,19.249683
12793,0.0185,0.26,,,,,3.4942,20.619817
12794,0.016967,0.26,,,,,3.475217,19.265533
12795,0.019217,0.26,,,,,3.4843,19.286233
12796,0.0172,0.26,,,,,3.512167,19.2796
12797,0.0185,0.26,,,,,3.518483,19.204417
12798,0.017567,0.26,,,,,3.280483,19.306867
12799,0.016567,0.25,,,,,3.26355,19.251367
12800,0.017167,0.3,,,,,3.2714,19.261067
12801,0.019633,0.3,,,,,3.518333,20.61375
12802,0.017767,0.26,,,,,3.488017,19.23865
12803,0.017183,0.26,,,,,3.607717,19.881917
12804,0.0185,0.3,,,,,3.636433,19.9464
12805,0.019067,0.3,,,,,3.6134,19.9483
12806,0.018033,0.25,,,,,3.639633,19.897733
12807,0.020017,0.26,,,,,3.601933,21.322833
12808,0.017383,0.25,,,,,3.637483,21.16805
12809,0.018983,0.25,,,,,3.6282,19.839783
12810,0.017733,0.26,,,,,3.61145,19.948867
12811,0.018567,0.26,,,,,3.282,19.249133
12812,0.018133,0.26,,,,,3.268033,19.105767
12813,0.019017,0.26,,,,,3.254267,19.2108
12814,0.016317,0.26,,,,,3.26035,19.16735
12815,0.019333,0.27,,,,,3.537217,19.209233
12816,0.01785,0.26,,,,,3.502967,19.1234
12817,0.017083,0.27,,,,,3.475833,19.1425
12818,0.01705,0.26,,,,,3.6005,19.16885
12819,0.01935,0.25,,,,,3.598517,19.71435
12820,0.0198,0.26,,,,,3.6023,19.753767
12821,0.0164,0.26,,,,,3.607,20.083483
12822,0.01725,0.26,,,,,3.60975,19.289333
12823,0.017817,0.26,,,,,3.634317,19.94975
12824,0.017717,0.26,,,,,3.62435,19.979033
12825,0.018017,0.26,,,,,3.629767,20.12515
12826,0.016633,0.27,,,,,3.630367,19.8291
12827,0.016317,0.26,,,,,3.480483,20.12575
12828,0.01855,0.25,,,,,3.509433,19.16395
12829,0.018883,0.25,,,,,3.501933,22.134
12830,0.01655,0.26,,,,,3.4985,21.050017
12831,0.016667,0.26,,,,,3.26875,20.78965
12832,0.017583,0.26,,,,,3.2664,20.435717
12833,0.018517,0.26,,,,,3.26275,19.7226
12834,0.0179,0.26,,,,,3.26505,19.28845
12835,0.0161,0.26,,,,,3.497533,19.161367
12836,0.017767,0.26,,,,,3.627133,21.180983
12837,0.02205,0.26,,,,,3.52985,19.94405
12838,0.0205,0.26,,,,,3.633417,23.53725
12839,0.018933,0.26,,,,,3.63525,22.5856
12840,0.0167,0.26,,,,,3.612267,21.008983
12841,0.01825,0.25,,,,,3.497317,20.4485
12842,0.016867,0.25,,,,,3.5034,19.8945
12843,0.018367,0.26,,,,,3.612317,19.74455
12844,0.01565,0.26,,,,,3.481783,19.262433
12845,0.0177,0.25,,,,,3.488683,19.117117
12846,0.01765,0.24,,,,,3.487483,19.207417
12847,0.01845,0.25,,,,,3.270433,19.030017
12848,0.018367,0.26,,,,,3.279867,19.17765
12849,0.018367,0.26,,,,,3.4862,19.1111
12850,0.0178,0.26,,,,,3.484233,19.836617
12851,0.01745,0.26,,,,,3.6128,19.120733
12852,0.01885,0.26,,,,,3.617883,19.243583
12853,0.018867,0.26,,,,,3.61835,21.195767
12854,0.017667,0.26,,,,,3.6265,19.980183
12855,0.0192,0.26,,,,,3.6287,19.9623
12856,0.01855,0.26,,,,,3.647383,19.882967
12857,0.017633,0.26,,,,,3.624767,19.916067
12858,0.017633,0.25,,,,,3.4117,19.684533
12859,0.017833,0.26,,,,,3.392633,19.908617
12860,0.017733,0.25,,,,,3.489467,20.591383
12861,0.017817,0.24,,,,,3.480517,20.553133
12862,0.016467,0.24,,,,,3.495833,20.606517
12863,0.01825,0.24,,,,,3.502617,20.630883
12864,0.01645,0.24,,,,,3.4861,20.5906
12865,0.020583,0.25,,,,,3.511933,19.39105
12866,0.019017,0.25,,,,,3.5003,19.269383
12867,0.018667,0.26,,,,,3.517517,19.3869
12868,0.01705,0.26,,,,,3.491667,20.054017
12869,0.019517,0.26,,,,,3.636417,21.287933
12870,0.018233,0.27,,,,,3.612367,21.313167
12871,0.018533,0.26,,,,,3.611683,20.57565
12872,0.0187,0.26,,,,,3.624417,21.2052
12873,0.016767,0.26,,,,,3.63765,19.890817
12874,0.016,0.26,,,,,3.6162,19.91285
12875,0.016917,0.25,,,,,3.498767,19.273283
12876,0.017267,0.25,,,,,3.616583,19.988217
12877,0.01745,0.26,,,,,3.490917,19.2913
12878,0.017417,0.26,,,,,3.5005,19.260533
12879,0.018633,0.26,,,,,3.498733,19.274467
12880,0.01735,0.26,,,,,3.4862,19.2233
12881,0.017667,0.25,,,,,3.495733,19.257183
12882,0.015767,0.26,,,,,3.454017,19.107267
12883,0.016817,0.26,,,,,3.475483,19.1645
12884,0.016233,0.26,,,,,3.4899,19.215517
12885,0.017633,0.26,,,,,3.615467,19.807
12886,0.017683,0.3,,,,,3.622517,19.835417
12887,0.01895,0.26,,,,,3.633333,19.8401
12888,0.017083,0.26,,,,,3.630933,
12889,0.016517,0.3,,,,,3.635083,
12890,0.017717,0.27,,,,,3.622367,
12891,0.017117,0.26,,,,,3.644017,
12892,0.016933,0.26,,,,,3.617583,
12893,0.0165,0.26,,,,,3.494167,
12894,0.01755,0.26,,,,,3.491333,
12895,0.018117,0.26,,,,,3.485833,
12896,0.01735,0.25,,,,,3.508433,
12897,0.016733,0.26,,,,,3.49315,
12898,0.017333,0.26,,,,,3.492833,
12899,0.017,0.26,,,,,3.483517,
12900,0.017017,0.26,,,,,3.622383,
12901,0.01625,0.26,,,,,3.617183,
12902,0.018333,0.26,,,,,3.626533,
12903,0.017267,0.26,,,,,3.63035,
12904,0.017767,0.26,,,,,3.60935,
12905,0.018167,0.25,,,,,3.6098,
12906,0.017483,0.26,,,,,3.623067,
12907,0.016717,0.26,,,,,3.62,
12908,0.017983,0.26,,,,,3.630967,
12909,0.016383,0.26,,,,,3.401433,
12910,0.017817,0.26,,,,,3.270883,
12911,0.017533,0.25,,,,,3.2811,
12912,0.017333,0.27,,,,,3.2648,
12913,0.016817,0.26,,,,,3.275917,
12914,0.016667,0.26,,,,,3.4743,
12915,0.016817,0.25,,,,,3.486717,
12916,0.019833,0.26,,,,,3.513867,
12917,0.019217,0.25,,,,,3.483183,
12918,0.017867,0.26,,,,,3.489733,
12919,0.016133,0.25,,,,,3.614017,
12920,0.018533,0.25,,,,,3.607167,
12921,0.019117,0.24,,,,,3.6157,
12922,0.019133,0.24,,,,,3.6177,
12923,0.019033,0.24,,,,,3.608617,
12924,0.017983,0.25,,,,,3.606983,
12925,0.016333,0.26,,,,,3.4849,
12926,0.018267,0.25,,,,,3.488367,
12927,0.018717,0.26,,,,,3.486933,
12928,0.017583,0.26,,,,,3.254467,
12929,0.016717,0.25,,,,,3.2647,
12930,0.017633,0.26,,,,,3.264717,
12931,0.0172,0.26,,,,,3.5056,
12932,0.017317,0.26,,,,,3.49285,
12933,0.01725,0.25,,,,,3.62895,
12934,0.017067,0.25,,,,,3.627967,
12935,0.017483,0.25,,,,,3.6096,
12936,0.015733,0.25,,,,,3.677517,
12937,0.017267,0.25,,,,,3.629533,
12938,0.0166,0.26,,,,,3.603933,
12939,0.0194,0.25,,,,,3.6413,
12940,0.018117,0.25,,,,,3.623,
12941,0.016833,0.25,,,,,3.609433,
12942,0.016917,0.25,,,,,3.484,
12943,0.015233,0.25,,,,,3.502417,
12944,0.018267,0.25,,,,,3.49905,
12945,0.01765,0.26,,,,,3.2601,
12946,0.0166,0.26,,,,,3.24875,
12947,0.016417,0.26,,,,,3.299333,
12948,0.01775,0.26,,,,,3.255583,
12949,0.017983,0.26,,,,,3.478083,
12950,0.018217,0.26,,,,,3.485833,
12951,0.016217,0.25,,,,,3.60005,
12952,0.016183,0.26,,,,,3.63115,
12953,0.0172,0.26,,,,,3.609883,
12954,0.017933,0.26,,,,,3.62235,
12955,0.01725,0.26,,,,,3.619183,
12956,0.01785,0.26,,,,,3.611833,
12957,0.017733,0.25,,,,,3.614483,
12958,0.016183,0.25,,,,,3.4879,
12959,0.017633,0.25,,,,,3.48715,
12960,0.018217,0.25,,,,,3.481517,
12961,0.020033,0.25,,,,,3.490317,
12962,0.01695,0.26,,,,,3.482167,
12963,0.01665,0.26,,,,,3.504883,
12964,0.017383,0.26,,,,,3.266367,
12965,0.0177,0.26,,,,,3.6087,
12966,0.018233,0.26,,,,,3.641233,
12967,0.016833,0.25,,,,,3.644533,
12968,0.018783,0.26,,,,,3.615083,
12969,0.018683,0.25,,,,,3.632933,
12970,0.016733,0.25,,,,,3.625,
12971,0.017933,0.25,,,,,3.487283,
12972,0.018,0.25,,,,,3.62625,
12973,0.018217,0.26,,,,,3.607767,
12974,0.018533,0.25,,,,,3.50015,
12975,0.018017,0.26,,,,,3.500467,
12976,0.01835,0.26,,,,,3.482433,
12977,0.019183,0.26,,,,,3.473517,
12978,0.019283,0.26,,,,,3.488617,
12979,0.019717,0.25,,,,,3.481533,
12980,0.017983,0.26,,,,,3.264283,
12981,0.01845,0.26,,,,,3.4873,
12982,0.0175,0.26,,,,,3.484517,
12983,0.0175,0.26,,,,,3.612017,
12984,0.018433,0.26,,,,,3.626633,
12985,0.018367,0.26,,,,,3.40295,
12986,0.0175,0.26,,,,,3.394217,
12987,0.017067,0.26,,,,,3.616983,
12988,0.018467,0.26,,,,,3.6219,
12989,0.015933,0.26,,,,,3.614367,
12990,0.017183,0.26,,,,,3.488633,
12991,0.017167,0.25,,,,,3.48315,
12992,0.019217,0.24,,,,,3.50315,
12993,0.017667,0.24,,,,,3.491,
12994,0.017633,0.24,,,,,3.514183,
12995,0.017533,0.25,,,,,3.494283,
12996,0.017567,0.24,,,,,3.494117,
12997,0.018467,0.26,,,,,3.507367,
12998,0.01745,0.26,,,,,3.49685,
12999,0.0165,0.25,,,,,3.513617,
13000,0.0172,0.26,,,,,3.52505,
13001,0.01775,0.26,,,,,3.493867,
13002,0.017967,0.26,,,,,3.525583,
13003,0.016983,0.26,,,,,3.493883,
13004,0.0164,0.26,,,,,3.514983,
13005,0.016367,0.26,,,,,3.4861,
13006,0.01675,0.26,,,,,3.524017,
13007,0.018267,0.26,,,,,3.5222,
13008,0.016433,0.25,,,,,3.525383,
13009,0.0177,0.26,,,,,3.514817,
13010,0.016333,0.25,,,,,3.50815,
13011,0.016583,0.26,,,,,3.498717,
13012,0.0168,0.26,,,,,3.52075,
13013,0.0163,0.25,,,,,3.492083,
13014,0.017633,0.24,,,,,3.4798,
13015,0.017133,0.24,,,,,3.4773,
13016,0.01815,0.26,,,,,3.61045,
13017,0.018567,0.25,,,,,3.642567,
13018,0.01755,0.26,,,,,3.6374,
13019,0.017783,0.25,,,,,3.641517,
13020,0.017467,0.26,,,,,3.62115,
13021,0.01745,0.25,,,,,3.639683,
13022,0.019683,0.25,,,,,3.410167,
13023,0.0174,0.25,,,,,3.493533,
13024,0.018633,0.26,,,,,3.493467,
13025,0.0189,0.26,,,,,3.48125,
13026,0.019167,0.25,,,,,3.483467,
13027,0.018967,0.25,,,,,3.487817,
13028,0.018467,0.26,,,,,3.5077,
13029,0.019967,0.26,,,,,3.50075,
13030,0.0179,0.26,,,,,3.520517,
13031,0.01965,0.26,,,,,3.642,
13032,0.016617,0.26,,,,,3.651333,
13033,0.017267,0.25,,,,,3.5132,
13034,0.0174,0.25,,,,,3.529933,
13035,0.017917,0.26,,,,,3.644083,
13036,0.016917,0.26,,,,,3.625617,
13037,0.018333,0.26,,,,,3.642417,
13038,0.017533,0.26,,,,,3.403467,
13039,0.01945,0.26,,,,,3.42295,
13040,0.018233,0.26,,,,,3.2923,
13041,0.01745,0.26,,,,,3.2814,
13042,0.0166,0.26,,,,,3.516033,
13043,0.01735,0.26,,,,,3.283033,
13044,0.016383,0.26,,,,,3.272717,
13045,0.016533,0.25,,,,,3.509917,
13046,0.017117,0.25,,,,,3.500883,
13047,0.017633,0.26,,,,,3.506333,
13048,0.017917,0.26,,,,,3.517633,
13049,0.019017,0.25,,,,,3.49425,
13050,0.01785,0.26,,,,,3.5148,
13051,0.017483,0.24,,,,,3.63725,
13052,0.018067,0.25,,,,,3.622717,
13053,0.016883,0.24,,,,,3.504967,
13054,0.017217,0.29,,,,,3.338033,
13055,0.0179,0.3,,,,,3.28465,
13056,0.0194,0.28,,,,,3.287083,
13057,0.018717,0.25,,,,,3.268533,
13058,0.016717,0.26,,,,,3.49975,
13059,0.017783,0.26,,,,,3.501983,
13060,0.02005,0.26,,,,,3.502567,
13061,0.017183,0.25,,,,,3.521433,
13062,0.016733,0.26,,,,,3.524633,
13063,0.020617,0.26,,,,,3.533133,
13064,0.020133,0.26,,,,,3.5278,
13065,0.018617,0.25,,,,,3.6449,
13066,0.017433,0.25,,,,,3.663483,
13067,0.019883,0.26,,,,,3.631733,
13068,0.018967,0.25,,,,,3.636083,
13069,0.016167,0.24,,,,,3.50275,
13070,0.019267,0.24,,,,,3.509083,
13071,0.0181,0.25,,,,,3.516017,
13072,0.019817,0.25,,,,,3.505667,
13073,0.018333,0.25,,,,,3.51635,
13074,0.017667,0.26,,,,,3.285333,
13075,0.0173,0.25,,,,,3.288183,
13076,0.0178,0.25,,,,,3.512,
13077,0.015683,0.25,,,,,3.510417,
13078,0.017167,0.26,,,,,3.513267,
13079,0.01625,0.26,,,,,3.508433,
13080,0.0186,0.26,,,,,3.507467,
13081,0.016967,0.26,,,,,3.648683,
13082,0.01905,0.26,,,,,3.645167,
13083,0.01815,0.26,,,,,3.637,
13084,0.019567,0.26,,,,,3.6459,
13085,0.019267,0.25,,,,,3.639517,
13086,0.018967,0.26,,,,,3.643933,
13087,0.018217,0.26,,,,,3.505,
13088,0.017533,0.26,,,,,3.518417,
13089,0.017333,0.26,,,,,3.501733,
13090,0.01845,0.25,,,,,3.495283,
13091,0.018533,0.26,,,,,3.5065,
13092,0.018383,0.26,,,,,3.261267,
13093,0.01675,0.26,,,,,3.27135,
13094,0.015067,0.26,,,,,3.516033,
13095,0.01895,0.26,,,,,3.504317,
13096,0.019583,0.26,,,,,3.5122,
13097,0.0182,0.25,,,,,3.6453,
13098,0.017333,0.26,,,,,3.636683,
13099,0.017433,0.26,,,,,3.630317,
13100,0.017117,0.26,,,,,3.65165,
13101,0.017867,0.26,,,,,3.658417,
13102,0.015467,0.26,,,,,3.64925,
13103,0.0172,0.26,,,,,3.6217,
13104,0.017867,0.26,,,,,3.4978,
13105,0.0172,0.26,,,,,3.511383,
13106,0.01675,0.25,,,,,3.513383,
13107,0.01725,0.26,,,,,3.509933,
13108,0.017083,0.26,,,,,3.509467,
13109,0.01825,0.26,,,,,3.5234,
13110,0.017867,0.26,,,,,3.51585,
13111,0.015,0.26,,,,,3.503983,
13112,0.01685,0.26,,,,,3.519333,
13113,0.017233,0.25,,,,,3.502433,
13114,0.017467,0.26,,,,,3.509633,
13115,0.0209,0.26,,,,,3.634567,
13116,0.0177,0.26,,,,,3.6737,
13117,0.01845,0.25,,,,,3.655917,
13118,0.018517,0.26,,,,,3.64925,
13119,0.0177,0.26,,,,,3.651633,
13120,0.015533,0.26,,,,,3.647133,
13121,0.0199,0.25,,,,,3.514867,
13122,0.01855,0.25,,,,,3.50015,
13123,0.0206,0.25,,,,,3.507267,
13124,0.019067,0.24,,,,,3.498433,
13125,0.017183,0.25,,,,,3.508617,
13126,0.018,0.25,,,,,3.500917,
13127,0.0186,0.25,,,,,3.498833,
13128,0.01675,0.24,,,,,3.50325,
13129,0.01795,0.25,,,,,3.507517,
13130,0.015533,0.25,,,,,3.513717,
13131,0.0184,0.25,,,,,3.524283,
13132,0.01815,0.27,,,,,3.5189,
13133,0.019833,0.26,,,,,3.6442,
13134,0.022217,0.26,,,,,3.636133,
13135,0.02075,0.27,,,,,3.6374,
13136,0.01985,0.26,,,,,3.52,
13137,0.01995,0.26,,,,,3.503767,
13138,0.022317,0.26,,,,,3.50845,
13139,0.0222,0.26,,,,,3.5146,
13140,0.021633,0.26,,,,,3.522,
13141,0.022,0.25,,,,,3.510267,
13142,0.020017,0.26,,,,,3.299233,
13143,0.01815,0.24,,,,,3.300033,
13144,0.021117,0.25,,,,,3.517883,
13145,0.020383,0.24,,,,,3.51595,
13146,0.016633,0.24,,,,,3.645567,
13147,0.017083,0.26,,,,,3.645833,
13148,0.019717,0.26,,,,,3.648033,
13149,0.016417,0.26,,,,,3.659933,
13150,0.016583,0.26,,,,,3.6485,
13151,0.01775,0.26,,,,,3.645483,
13152,0.016633,0.25,,,,,3.668,
13153,0.01775,0.26,,,,,3.623317,
13154,0.018517,0.26,,,,,3.524117,
13155,0.019233,0.26,,,,,3.62715,
13156,0.018317,0.26,,,,,3.643567,
13157,0.018967,0.26,,,,,3.628433,
13158,0.01825,0.26,,,,,3.501833,
13159,0.019083,0.27,,,,,3.271183,
13160,0.01955,0.26,,,,,3.513983,
13161,0.017667,0.25,,,,,3.51555,
13162,0.0171,0.26,,,,,3.5134,
13163,0.017583,0.24,,,,,3.520617,
13164,0.01665,0.25,,,,,3.5123,
13165,0.017517,0.24,,,,,3.64985,
13166,0.016667,0.25,,,,,3.62905,
13167,0.0166,0.27,,,,,3.628383,
13168,0.018283,0.26,,,,,3.616833,
13169,0.0175,0.26,,,,,3.643583,
13170,0.01995,0.26,,,,,3.50605,
13171,0.016983,0.26,,,,,3.517967,
13172,0.017767,0.26,,,,,3.505783,
13173,0.01895,0.26,,,,,3.534417,
13174,0.01925,0.26,,,,,3.5421,
13175,0.018667,0.27,,,,,3.514117,
13176,0.018117,0.26,,,,,3.52255,
13177,0.01925,0.26,,,,,3.50455,
13178,0.018433,0.26,,,,,3.616583,
13179,0.018283,0.26,,,,,3.655633,
13180,0.018083,0.26,,,,,3.65,
13181,0.017267,0.26,,,,,3.638067,
13182,0.018283,0.25,,,,,3.633283,
13183,0.018217,0.25,,,,,3.653067,
13184,0.0178,0.25,,,,,3.649667,
13185,0.016167,0.26,,,,,3.640233,
13186,0.014883,0.26,,,,,3.640867,
13187,0.016233,0.26,,,,,3.6365,
13188,0.016833,0.26,,,,,3.513683,
13189,0.017567,0.26,,,,,3.27725,
13190,0.0198,0.26,,,,,3.273367,
13191,0.0176,0.25,,,,,3.275783,
13192,0.017583,0.27,,,,,3.53255,
13193,0.018467,0.26,,,,,3.514417,
13194,0.018033,0.26,,,,,3.65115,
13195,0.01765,0.26,,,,,3.6468,
13196,0.017833,0.26,,,,,3.643833,
13197,0.01885,0.26,,,,,3.706517,
13198,0.018317,0.26,,,,,3.632917,
13199,0.017183,0.25,,,,,3.515967,
13200,0.018033,0.25,,,,,3.513733,
13201,0.019117,0.26,,,,,3.4899,
13202,0.019867,0.26,,,,,3.512417,
13203,0.016817,0.26,,,,,3.529833,
13204,0.0184,0.26,,,,,3.489383,
13205,0.01905,0.26,,,,,3.518883,
13206,0.017617,0.25,,,,,3.508733,
13207,0.01905,0.26,,,,,3.518167,
13208,0.0175,0.26,,,,,3.512233,
13209,0.018567,0.26,,,,,3.5047,
13210,0.01645,0.26,,,,,3.515417,
13211,0.017367,0.26,,,,,3.525317,
13212,0.017167,0.27,,,,,3.5258,
13213,0.0173,0.26,,,,,3.510083,
13214,0.016133,0.25,,,,,3.629933,
13215,0.019333,0.26,,,,,3.662,
13216,0.0165,0.24,,,,,3.639467,
13217,0.01815,0.26,,,,,3.50285,
13218,0.017367,0.26,,,,,3.52335,
13219,0.01725,0.24,,,,,3.531583,
13220,0.015733,0.25,,,,,3.511167,
13221,0.017067,0.25,,,,,3.646333,
13222,0.017367,0.26,,,,,3.6422,
13223,0.0195,0.26,,,,,3.48805,
13224,0.017067,0.26,,,,,3.49025,
13225,0.016317,0.26,,,,,3.510467,
13226,0.01635,0.27,,,,,3.519633,
13227,0.02,0.26,,,,,3.63245,
13228,0.0188,0.27,,,,,3.616167,
13229,0.019017,0.26,,,,,3.650983,
13230,0.017267,0.26,,,,,3.6372,
13231,0.017867,0.26,,,,,3.641133,
13232,0.018533,0.26,,,,,3.656367,
13233,0.017633,0.26,,,,,3.656733,
13234,0.016467,0.26,,,,,3.62825,
13235,0.0181,0.25,,,,,3.475183,
13236,0.01825,0.25,,,,,3.5122,
13237,0.01755,0.26,,,,,3.495167,
13238,0.017783,0.26,,,,,3.512033,
13239,0.01765,0.26,,,,,3.50925,
13240,0.017467,0.26,,,,,3.503083,
13241,0.016083,0.27,,,,,3.513633,
13242,0.01875,0.26,,,,,3.514383,
13243,0.016767,0.26,,,,,3.632133,
13244,0.0186,0.26,,,,,3.5075,
13245,0.017383,0.26,,,,,3.524033,
13246,0.0167,0.27,,,,,3.5009,
13247,0.018283,0.26,,,,,3.645983,
13248,0.01665,0.26,,,,,3.646183,
13249,0.017367,0.26,,,,,3.677467,
13250,0.017667,0.26,,,,,3.654283,
13251,0.019417,0.26,,,,,3.641483,
13252,0.017383,0.26,,,,,3.641567,
13253,0.017317,0.26,,,,,3.2921,
13254,0.017883,0.26,,,,,3.288067,
13255,0.017383,0.26,,,,,3.30125,
13256,0.016983,0.26,,,,,3.52125,
13257,0.019983,0.25,,,,,3.5171,
13258,0.018517,0.26,,,,,3.5499,
13259,0.018583,0.26,,,,,3.506717,
13260,0.020017,0.26,,,,,3.51105,
13261,0.017717,0.26,,,,,3.620967,
13262,0.018183,0.26,,,,,3.639983,
13263,0.017633,0.26,,,,,3.608633,
