Time(fs),ZINDO,LC-DFTB,STO-3G,3-21G,6-31G,def2-SVP,def2-TZVP,def2-QZVP
11480,4.696552,6.078465,6.573186,5.834233,5.744844,5.626637,,
11481,4.702266,6.08708,6.580669,,,,,
11482,4.708606,6.09657,6.588615,5.846859,,,,
11483,4.715001,6.106124,6.596452,,,,,
11484,4.720525,6.114524,6.603282,5.857907,5.768572,,,
11485,4.724307,6.120543,6.608071,,,,,
11486,4.725722,6.123297,6.61003,5.862533,,,,
11487,4.72477,6.122689,6.609105,,,,,
11488,4.721858,6.11911,6.605703,5.858968,5.769987,5.648842,5.547779,5.523887
11489,4.717804,6.113282,6.600642,,,,,
11490,4.713287,6.10577,6.594492,5.850424,,,,
11491,4.70896,6.097448,6.588016,,,,,
11492,4.704416,6.087686,6.580669,5.839566,5.750367,,,
11493,4.699273,6.076281,6.571716,,,,,
11494,4.692987,6.062944,6.560723,5.823403,,,,
11495,4.68515,6.047489,6.547335,,,,,
11496,4.675898,6.030385,6.531879,5.799892,5.710612,5.592786,,
11497,4.665884,6.012731,6.515443,,,,,
11498,4.65636,5.996498,6.499905,5.773796,,,,
11499,4.648714,5.983585,6.487171,,,,,
11500,4.644142,5.975787,6.479143,5.756626,5.668162,,,
11501,4.643462,5.974335,6.477048,,,,,
11502,4.646428,5.978637,6.480558,5.757306,,,,
11503,4.652442,5.987785,6.489021,,,,,
11504,4.660388,6.000039,6.500994,5.773933,5.685632,5.568133,5.468158,
11505,4.668932,6.013498,6.514654,,,,,
11506,4.676932,6.026524,6.528369,5.796899,,,,
11507,4.683653,6.038364,6.54094,,,,,
11508,4.68866,6.048752,6.551798,5.816763,5.728027,,,
11509,4.692143,6.058165,6.560369,,,,,
11510,4.694484,6.067228,6.567118,5.829525,,,,
11511,4.696252,6.076348,6.572288,,,,,
11512,4.697694,6.085196,6.576451,5.836328,5.747129,5.628352,,
11513,4.699055,6.093317,6.579744,,,,,
11514,4.70047,6.100157,6.58241,5.839539,,,,
11515,4.701885,6.105201,6.58456,,,,,
11516,4.703382,6.10858,6.586601,5.841716,5.752517,,,
11517,4.705178,6.1109,6.588941,,,,,
11518,4.707627,6.113221,6.592207,5.846179,,,,
11519,4.711028,6.116409,6.596751,,,,,
11520,4.715491,6.12088,6.60252,5.85554,5.766368,5.64661,5.546282,5.522554
11521,4.720879,6.126706,6.609268,,,,,
11522,4.726266,6.132118,6.6155,5.867649,,,,
11523,4.730729,6.135617,6.619935,,,,,
11524,4.733178,6.135398,6.620806,5.873717,5.784409,,,
11525,4.732525,6.129778,6.617377,,,,,
11526,4.728198,6.118153,6.608642,5.864628,,,,
11527,4.720198,6.10087,6.594656,,,,,
11528,4.70915,6.079386,6.576451,5.83875,5.750531,5.631426,,
11529,4.696252,6.056007,6.555798,,,,,
11530,4.682837,6.033165,6.534709,5.804382,,,,
11531,4.67081,6.013859,6.515987,,,,,
11532,4.660687,5.99847,6.500368,5.775511,5.688407,,,
11533,4.653231,5.98787,6.489048,,,,,
11534,4.648632,5.981811,6.482409,5.759973,,,,
11535,4.646809,5.979843,6.480368,,,,,
11536,4.647462,5.981302,6.482354,5.759728,5.672543,5.556051,5.456974,
11537,4.650211,5.985621,6.487742,,,,,
11538,4.6547,5.992476,6.495769,5.770994,,,,
11539,4.660496,6.001522,6.505565,,,,,
11540,4.667163,6.012419,6.516368,5.788219,5.700598,,,
11541,4.674184,6.024753,6.527471,,,,,
11542,4.681068,6.037743,6.538219,5.806205,,,,
11543,4.687681,6.051155,6.548587,,,,,
11544,4.693994,6.064637,6.558573,5.822777,5.734721,5.616134,,
11545,4.700143,6.077873,6.568261,,,,,
11546,4.706266,6.090732,6.578002,5.838396,,,,
11547,4.712307,6.102918,6.587689,,,,,
11548,4.71813,6.114175,6.597105,5.853553,5.76517,,,
11549,4.723137,6.123843,6.605595,,,,,
11550,4.726756,6.131357,6.612533,5.865336,,,,
11551,4.728579,6.136322,6.617268,,,,,
11552,4.728117,6.137928,6.619037,5.870125,5.781198,5.661903,5.560704,5.536976
11553,4.725423,6.136155,6.617758,,,,,
11554,4.720851,6.131001,6.613513,5.865553,,,,
11555,4.714838,6.122727,6.606601,,,,,
11556,4.708225,6.112401,6.597948,5.852873,5.764,,,
11557,4.701586,6.100913,6.588424,,,,,
11558,4.69549,6.089436,6.57871,5.836682,,,,
11559,4.690266,6.078805,6.569485,,,,,
11560,4.686075,6.069522,6.561213,5.821743,5.733959,5.615018,,
11561,4.683136,6.061983,6.554383,,,,,
11562,4.680959,6.055007,6.548342,5.811267,,,,
11563,4.679463,6.048297,6.543036,,,,,
11564,4.678429,6.041526,6.538274,5.804137,5.717142,,,
11565,4.67764,6.034513,6.533784,,,,,
11566,4.676796,6.027324,6.529267,5.798287,,,,
11567,4.675599,6.020136,6.524532,,,,,
11568,4.673694,6.013106,6.519334,5.791021,5.704353,5.586609,5.486036,
11569,4.67081,6.006405,6.513593,,,,,
11570,4.666728,5.999991,6.507307,5.78098,,,,
11571,4.661939,5.994594,6.501212,,,,,
11572,4.656578,5.98978,6.495307,5.770259,5.683672,,,
11573,4.651762,5.986628,6.490871,,,,,
11574,4.64866,5.986087,6.48913,5.764164,,,,
11575,4.648469,5.989332,6.491361,,,,,
11576,4.652034,5.997319,6.49849,5.770885,5.684353,5.567071,,
11577,4.65968,6.010678,6.510926,,,,,
11578,4.671082,6.029413,6.528287,5.794831,,,,
11579,4.684987,6.052228,6.548968,,,,,
11580,4.699817,6.077314,6.571363,5.830369,5.743537,,,
11581,4.713804,6.102293,6.592996,,,,,
11582,4.725178,6.124096,6.611282,5.863839,,,,
11583,4.732879,6.140665,6.624561,,,,,
11584,4.736498,6.150501,6.631772,5.881254,5.793579,5.673332,5.571235,5.547425
11585,4.736144,6.153141,6.632752,,,,,
11586,4.732634,6.149441,6.628343,5.878588,,,,
11587,4.727056,6.140901,6.619908,,,,,
11588,4.720606,6.12974,6.609459,5.863132,5.775293,,,
11589,4.714185,6.117573,6.598492,,,,,
11590,4.708606,6.106058,6.588587,5.846369,,,,
11591,4.704307,6.09638,6.580859,,,,,
11592,4.701205,6.088537,6.575227,5.835757,5.748245,5.630175,,
11593,4.699382,6.082837,6.571716,,,,,
11594,4.698783,6.079228,6.570111,5.832083,,,,
11595,4.699164,6.077255,6.569839,,,,,
11596,4.700198,6.076276,6.570247,5.832546,5.745279,,,
11597,4.701504,6.075623,6.570573,,,,,
11598,4.702375,6.074365,6.569893,5.832192,,,,
11599,4.702075,6.071539,6.567281,,,,,
11600,4.700062,6.066382,6.562138,5.825444,5.738911,5.620025,5.519179,
11601,4.696007,6.058559,6.554328,,,,,
11602,4.689558,6.047179,6.543362,5.80996,,,,
11603,4.681286,6.033019,6.530165,,,,,
11604,4.671898,6.017194,6.515933,5.787919,5.702312,,,
11605,4.66251,6.001477,6.502164,,,,,
11606,4.654292,5.987949,6.490654,5.768,,,,
11607,4.648333,5.97852,6.482898,,,,,
11608,4.645421,5.974579,6.480041,5.759565,5.674257,5.557167,,
11609,4.645884,5.976648,6.482409,,,,,
11610,4.64953,5.984293,6.489538,5.766803,,,,
11611,4.655925,5.996767,6.500885,,,,,
11612,4.664034,6.012055,6.5146,5.786259,5.700298,,,
11613,4.673041,6.028784,6.529457,,,,,
11614,4.68213,6.045547,6.544151,5.809579,,,,
11615,4.690892,6.061669,6.558029,,,,,
11616,4.699028,6.07672,6.570628,5.830804,5.744408,5.624868,5.522554,5.499723
11617,4.706674,6.091072,6.582302,,,,,
11618,4.71394,6.104963,6.593186,5.84909,,,,
11619,4.720906,6.118566,6.603581,,,,,
11620,4.727491,6.131663,6.613431,5.865553,5.779184,,,
11621,4.733341,6.14354,6.62233,,,,,
11622,4.737532,6.15244,6.629051,5.878315,,,,
11623,4.73941,6.157125,6.63267,,,,,
11624,4.738294,6.156385,6.632289,5.881118,5.794069,5.673087,,
11625,4.734022,6.149954,6.627527,,,,,
11626,4.726811,6.138221,6.61852,5.870125,,,,
11627,4.717532,6.122692,6.606275,,,,,
11628,4.707355,6.105273,6.592125,5.848682,5.761279,,,
11629,4.697667,6.088133,6.577594,,,,,
11630,4.689395,6.072755,6.564179,5.825743,,,,
11631,4.683245,6.060315,6.552832,,,,,
11632,4.678755,6.049827,6.543063,5.807865,5.721088,5.602882,5.501138,
11633,4.675626,6.041033,6.534927,,,,,
11634,4.673313,6.03317,6.528096,5.795593,,,,
11635,4.671272,6.02569,6.522164,,,,,
11636,4.669503,6.018861,6.517321,5.787783,5.701632,,,
11637,4.668252,6.01335,6.513919,,,,,
11638,4.66798,6.010104,6.512504,5.785443,,,,
11639,4.669068,6.009795,6.513402,,,,,
11640,4.671544,6.012463,6.51645,5.789987,5.704054,5.586228,,
11641,4.675163,6.017682,6.521185,,,,,
11642,4.678837,6.023469,6.526083,5.798151,,,,
11643,4.681857,6.028651,6.530246,,,,,
11644,4.683681,6.032263,6.533076,5.803212,5.71687,,,
11645,4.684143,6.034181,6.534464,,,,,
11646,4.683762,6.035292,6.535199,5.803892,,,,
11647,4.683272,6.036997,6.536233,,,,,
11648,4.683817,6.041209,6.539063,5.806151,5.719891,5.601303,5.500458,5.478117
11649,4.686293,6.049194,6.544723,,,,,
11650,4.691245,6.061392,6.553757,5.817525,,,,
11651,4.698837,6.077506,6.566301,,,,,
11652,4.708062,6.095253,6.580832,5.839566,5.753116,,,
11653,4.718076,6.112876,6.596179,,,,,
11654,4.727573,6.128369,6.610629,5.864791,,,,
11655,4.735409,6.14026,6.622683,,,,,
11656,4.740879,6.147935,6.631364,5.883295,5.796627,5.675808,,
11657,4.743464,6.15114,6.635935,,,,,
11658,4.743029,6.150053,6.636126,5.888193,,,,
11659,4.739763,6.145266,6.632126,,,,,
11660,4.733913,6.13732,6.624289,5.877771,5.791321,,,
11661,4.725858,6.126793,6.613159,,,,,
11662,4.715736,6.113265,6.598955,5.855104,,,,
11663,4.704334,6.097404,6.582791,,,,,
11664,4.692443,6.079942,6.565839,5.82626,5.740408,5.620596,5.519315,
11665,4.681041,6.06228,6.549512,,,,,
11666,4.671109,6.046004,6.535199,5.800382,,,,
11667,4.663599,6.032759,6.524096,,,,,
11668,4.659,6.023455,6.516777,5.785334,5.699564,,,
11669,4.657394,6.018333,6.513293,,,,,
11670,4.658483,6.01683,6.513157,5.783048,,,,
11671,4.661585,6.017944,6.515498,,,,,
11672,4.665367,6.019654,6.518573,5.788763,5.702584,5.584024,,
11673,4.669068,6.021185,6.521566,,,,,
11674,4.672034,6.021977,6.52377,5.79464,,,,
11675,4.674021,6.022066,6.524886,,,,,
11676,4.675082,6.021804,6.525022,5.797089,5.710802,,,
11677,4.67549,6.021767,6.524586,,,,,
11678,4.675599,6.022468,6.524151,5.796926,,,,
11679,4.675653,6.024041,6.524096,,,,,
11680,4.675789,6.026635,6.524913,5.796926,5.710557,5.59197,5.491397,5.468675
11681,4.676225,6.030466,6.527117,,,,,
11682,4.676769,6.034847,6.530328,5.799919,,,,
11683,4.677694,6.040031,6.534927,,,,,
11684,4.679327,6.046163,6.541049,5.807158,5.720136,,,
11685,4.68213,6.053681,6.548913,,,,,
11686,4.686456,6.062824,6.558437,5.820464,,,,
11687,4.69247,6.073918,6.569485,,,,,
11688,4.69998,6.086852,6.581594,5.839458,5.751701,5.632297,,
11689,4.70847,6.10106,6.59403,,,,,
11690,4.717042,6.115397,6.605731,5.859893,,,,
11691,4.725042,6.129086,6.616125,,,,,
11692,4.731192,6.139649,6.623663,5.874941,5.787348,,,
11693,4.735273,6.146389,6.627826,,,,,
11694,4.737042,6.148537,6.628452,5.878969,,,,
11695,4.736688,6.146264,6.625813,,,,,
11696,4.734457,6.140091,6.620343,5.872193,5.784926,5.663454,5.561003,
11697,4.73043,6.130706,6.612397,,,,,
11698,4.724715,6.11876,6.602384,5.85739,,,,
11699,4.717341,6.104724,6.590683,,,,,
11700,4.708389,6.088832,6.577485,5.837117,5.749823,,,
11701,4.698157,6.071602,6.563335,,,,,
11702,4.686864,6.05297,6.548287,5.813634,,,,
11703,4.675572,6.034232,6.533376,,,,,
11704,4.665122,6.01654,6.519498,5.790368,5.70321,5.584949,,
11705,4.656551,6.001313,6.507688,,,,,
11706,4.650455,5.989713,6.498681,5.772899,,,,
11707,4.647217,5.982662,6.493075,,,,,
11708,4.646782,5.980469,6.491062,5.765715,5.679509,,,
11709,4.648714,5.98275,6.492205,,,,,
11710,4.652415,5.988717,6.49596,5.769007,,,,
11711,4.65753,5.997618,6.502001,,,,,
11712,4.663109,6.007405,6.509076,5.780082,5.694639,5.575861,5.475614,5.45292
11713,4.669204,6.017576,6.517185,,,,,
11714,4.675816,6.027868,6.526301,5.795375,,,,
11715,4.682891,6.03837,6.536396,,,,,
11716,4.690239,6.049447,6.547335,5.813607,5.727646,,,
11717,4.697368,6.061107,6.558546,,,,,
11718,4.703654,6.073013,6.569267,5.831539,,,,
11719,4.708443,6.084345,6.578628,,,,,
11720,4.711273,6.09387,6.585703,5.844383,5.757007,5.637603,,
11721,4.712334,6.101287,6.590329,,,,,
11722,4.71179,6.105783,6.59237,5.849526,,,,
11723,4.710674,6.108182,6.592805,,,,,
11724,4.710048,6.109716,6.592914,5.849988,5.76196,,,
11725,4.710783,6.111685,6.593921,,,,,
11726,4.713395,6.115047,6.596669,5.853172,,,,
11727,4.717858,6.120149,6.601377,,,,,
11728,4.723681,6.126681,6.607635,5.86237,5.774477,5.653821,5.551779,
11729,4.729886,6.133603,6.614411,,,,,
11730,4.735301,6.139456,6.620343,5.873227,,,,
11731,4.738865,6.142741,6.624098,,,,,
11732,4.739192,6.141091,6.623609,5.876438,5.788708,,,
11733,4.735899,6.133855,6.618193,,,,,
11734,4.728797,6.120578,6.607499,5.863567,,,,
11735,4.718212,6.101846,6.591934,,,,,
11736,4.70496,6.07897,6.572533,5.834723,5.747429,5.62778,,
11737,4.689994,6.053705,6.550682,,,,,
11738,4.674674,6.028213,6.528178,5.797797,,,,
11739,4.660388,6.004776,6.507089,,,,,
11740,4.648415,5.985246,6.489184,5.765034,5.678148,,,
11741,4.639653,5.970946,6.475932,,,,,
11742,4.634673,5.962475,6.468177,5.74702,,,,
11743,4.633748,5.9603,6.466517,,,,,
11744,4.636741,5.964281,6.470816,5.748708,5.661876,5.54454,5.443749,5.4213
11745,4.643217,5.974031,6.480531,,,,,
11746,4.652415,5.988673,6.494518,5.768109,,,,
11747,4.663272,6.006832,6.511144,,,,,
11748,4.674782,6.027041,6.528858,5.796545,5.709469,,,
11749,4.68564,6.046994,6.545621,,,,,
11750,4.694701,6.064606,6.559852,5.82207,,,,
11751,4.701286,6.078555,6.57071,,,,,
11752,4.704443,6.08681,6.576941,5.835947,5.748599,5.628243,,
11753,4.704416,6.089756,6.579172,,,,,
11754,4.701994,6.08866,6.578438,5.836873,,,,
11755,4.698293,6.085374,6.576152,,,,,
11756,4.69481,6.08239,6.574193,5.8329,5.745197,,,
11757,4.692688,6.081739,6.57392,,,,,
11758,4.692769,6.08462,6.576043,5.833498,,,,
11759,4.695164,6.091054,6.580533,,,,,
11760,4.699409,6.099651,6.586601,5.841444,5.753034,5.633168,5.530581,
11761,4.704769,6.108655,6.593322,,,,,
11762,4.709695,6.11481,6.598601,5.851676,,,,
11763,4.713477,6.11697,6.601513,,,,,
11764,4.715572,6.114913,6.601649,5.855948,5.767565,,,
11765,4.716008,6.109556,6.599118,,,,,
11766,4.71511,6.102308,6.594492,5.85222,,,,
11767,4.713395,6.094722,6.588615,,,,,
11768,4.711273,6.087743,6.582138,5.843131,5.755783,5.635454,,
11769,4.70877,6.081343,6.575335,,,,,
11770,4.705504,6.074639,6.567934,5.831049,,,,
11771,4.70096,6.066462,6.559498,,,,,
11772,4.694402,6.055212,6.549158,5.814995,5.728217,,,
11773,4.685858,6.040964,6.537403,,,,,
11774,4.676061,6.024996,6.524695,5.79494,,,,
11775,4.666184,6.009346,6.51264,,,,,
11776,4.657639,5.996264,6.502572,5.776953,5.689877,5.572214,5.471668,5.448974
11777,4.651762,5.987793,6.495851,,,,,
11778,4.649177,5.984642,6.492885,5.768436,,,,
11779,4.649884,5.986437,6.493429,,,,,
11780,4.653122,5.991857,6.496667,5.770422,5.683074,,,
11781,4.65802,5.999408,6.501647,,,,,
11782,4.663027,6.00688,6.506844,5.778014,,,,
11783,4.66768,6.013935,6.512096,,,,,
11784,4.672007,6.021057,6.517838,5.787484,5.700462,5.582582,,
11785,4.676578,6.029298,6.524967,,,,,
11786,4.682238,6.040101,6.534355,5.802532,,,,
11787,4.689667,6.054213,6.546736,,,,,
11788,4.698946,6.071577,6.562029,5.826695,5.739428,,,
11789,4.709504,6.090981,6.579227,,,,,
11790,4.720008,6.110311,6.596533,5.855267,,,,
11791,4.72926,6.127846,6.612425,,,,,
11792,4.735137,6.140172,6.623881,5.876574,5.788191,5.667863,5.565847,
11793,4.736852,6.146283,6.629758,,,,,
11794,4.734375,6.146255,6.62984,5.879703,,,,
11795,4.728389,6.141036,6.624833,,,,,
11796,4.72028,6.132537,6.615962,5.86637,5.777524,,,
11797,4.711491,6.122687,6.60505,,,,,
11798,4.703382,6.112966,6.593839,5.846941,,,,
11799,4.696688,6.104082,6.583472,,,,,
11800,4.691762,6.096044,6.574655,5.83094,5.742476,5.622147,,
11801,4.688606,6.088688,6.567716,,,,,
11802,4.68681,6.081327,6.562356,5.821988,,,,
11803,4.686375,6.074383,6.558791,,,,,
11804,4.687,6.068122,6.55675,5.819702,5.7317,,,
11805,4.688334,6.062803,6.55577,,,,,
11806,4.689776,6.058099,6.5549,5.820491,,,,
11807,4.690456,6.053179,6.552941,,,,,
11808,4.689368,6.046655,6.548668,5.816355,5.72887,5.609793,5.508404,5.48541
11809,4.685585,6.037083,6.540641,,,,,
11810,4.678538,6.023432,6.528477,5.799239,,,,
11811,4.668116,6.005396,6.512287,,,,,
11812,4.654973,5.983655,6.493103,5.768898,5.682176,,,
11813,4.640605,5.960651,6.473238,,,,,
11814,4.626972,5.939509,6.455388,5.736599,,,,
11815,4.616169,5.923713,6.442326,,,,,
11816,4.609992,5.916164,6.43634,5.719755,5.633304,5.516812,,
11817,4.609611,5.918567,6.438761,,,,,
11818,4.615407,5.931103,6.449864,5.730122,,,,
11819,4.626809,5.952563,6.468558,,,,,
11820,4.642455,5.980512,6.49264,5.765606,5.678257,,,
11821,4.660769,6.012385,6.51996,,,,,
11822,4.679109,6.043634,6.546736,5.811838,,,,
11823,4.695762,6.071509,6.570655,,,,,
11824,4.709504,6.094337,6.590193,5.849662,5.761687,5.642175,5.540295,
11825,4.719899,6.112093,6.60486,,,,,
11826,4.726865,6.125324,6.614629,5.870261,,,,
11827,4.730593,6.134612,6.619962,,,,,
11828,4.731328,6.140198,6.62135,5.87437,5.786178,,,
11829,4.729396,6.141947,6.619309,,,,,
11830,4.725205,6.1398,6.614465,5.866778,,,,
11831,4.719355,6.134253,6.607771,,,,,
11832,4.71228,6.125137,6.599581,5.853553,5.765198,5.644597,,
11833,4.704878,6.113682,6.590955,,,,,
11834,4.697858,6.100967,6.582302,5.839403,,,,
11835,4.691681,6.087948,6.574329,,,,,
11836,4.686511,6.075289,6.566873,5.827076,5.738775,,,
11837,4.682211,6.063364,6.559635,,,,,
11838,4.67851,6.052373,6.552396,5.815756,,,,
11839,4.675218,6.042467,6.544723,,,,,
11840,4.672279,6.03388,6.53694,5.803947,5.716516,5.598337,5.497519,5.474526
11841,4.669857,6.026934,6.529484,,,,,
11842,4.667844,6.021133,6.522409,5.792382,,,,
11843,4.666537,6.016855,6.516504,,,,,
11844,4.665912,6.013863,6.512069,5.783457,5.697441,,,
11845,4.665667,6.011855,6.509076,,,,,
11846,4.665286,6.010149,6.507089,5.778531,,,,
11847,4.664388,6.008344,6.505593,,,,,
11848,4.662755,6.006159,6.504287,5.776218,5.690421,5.572296,,
11849,4.660388,6.003478,6.502953,,,,,
11850,4.657721,6.000635,6.501756,5.775239,,,,
11851,4.655517,5.998578,6.501402,,,,,
11852,4.654238,5.997665,6.501919,5.776654,5.689931,,,
11853,4.654673,5.999208,6.50415,,,,,
11854,4.657258,6.004242,6.508559,5.782286,,,,
11855,4.661911,6.013085,6.515171,,,,,
11856,4.668197,6.025404,6.523688,5.793851,5.706612,5.589684,5.489165,
11857,4.675463,6.040104,6.533484,,,,,
11858,4.683191,6.055844,6.544015,5.809688,,,,
11859,4.690973,6.071088,6.554791,,,,,
11860,4.698756,6.085055,6.565811,5.827593,5.740762,,,
11861,4.706946,6.098082,6.577757,,,,,
11862,4.715055,6.109445,6.589948,5.848111,,,,
11863,4.722838,6.119663,6.602275,,,,,
11864,4.729641,6.12878,6.613976,5.86822,5.781715,5.660515,,
11865,4.734375,6.136011,6.6235,,,,,
11866,4.73579,6.139964,6.628969,5.880111,,,,
11867,4.732852,6.139005,6.628534,,,,,
11868,4.725069,6.13163,6.620942,5.872628,5.785171,,,
11869,4.712579,6.116907,6.605867,,,,,
11870,4.696388,6.094818,6.584125,5.841934,,,,
11871,4.677885,6.066406,6.557349,,,,,
11872,4.659245,6.034337,6.528477,5.796817,5.709387,5.591317,5.490444,5.467913
11873,4.642782,6.002779,6.50113,,,,,
11874,4.630564,5.976267,6.478898,5.757497,,,,
11875,4.623897,5.958433,6.464422,,,,,
11876,4.623271,5.951459,6.459061,5.742231,5.655944,,,
11877,4.628197,5.95534,6.462626,,,,,
11878,4.637421,5.967966,6.473483,5.754123,,,,
11879,4.648823,5.985306,6.488477,,,,,
11880,4.660197,6.002869,6.504178,5.778967,5.693087,5.575153,,
11881,4.669721,6.017204,6.517783,,,,,
11882,4.675218,6.024579,6.526083,5.796845,,,,
11883,4.676334,6.024778,6.528396,,,,,
11884,4.673476,6.019016,6.525375,5.796001,5.710421,,,
11885,4.667762,6.009569,6.518464,,,,,
11886,4.66066,5.999289,6.509484,5.781933,,,,
11887,4.653721,5.990825,6.500667,,,,,
11888,4.648224,5.986251,6.49381,5.767728,5.682366,5.564731,5.464185,
11889,4.645013,5.986261,6.490055,,,,,
11890,4.644551,5.990884,6.490245,5.764082,,,,
11891,4.647136,5.999992,6.495089,,,,,
11892,4.652415,6.012344,6.504123,5.775266,5.68936,,,
11893,4.660442,6.027906,6.517457,,,,,
11894,4.671136,6.046524,6.534736,5.800763,,,,
11895,4.684089,6.06791,6.55509,,,,,
11896,4.698429,6.09107,6.576941,5.836138,5.749279,5.630148,,
11897,4.712878,6.114199,6.598166,,,,,
11898,4.725695,6.134744,6.616289,5.8689,,,,
11899,4.735029,6.149706,6.628724,,,,,
11900,4.739382,6.156756,6.634003,5.883649,5.796763,,,
11901,4.738294,6.155263,6.631799,,,,,
11902,4.731545,6.144891,6.622085,5.873064,,,,
11903,4.720634,6.127971,6.606928,,,,,
11904,4.707491,6.107538,6.588996,5.844437,5.758232,5.637984,5.537656,5.514771
11905,4.694103,6.086616,6.57071,,,,,
11906,4.682211,6.067631,6.554111,5.814205,,,,
11907,4.672714,6.051622,6.540124,,,,,
11908,4.665585,6.038064,6.528559,5.792327,5.706503,,,
11909,4.660116,6.025606,6.518491,,,,,
11910,4.655272,6.012805,6.508776,5.776626,,,,
11911,4.650238,5.99899,6.498599,,,,,
11912,4.644551,5.984246,6.487552,5.761361,5.675509,5.559343,,
11913,4.638972,5.970745,6.477021,,,,,
11914,4.63451,5.960656,6.468558,5.748408,,,,
11915,4.632305,5.955876,6.463687,,,,,
11916,4.633067,5.957153,6.463415,5.745905,5.66057,,,
11917,4.636904,5.964081,6.467932,,,,,
11918,4.64319,5.974823,6.476177,5.756789,,,,
11919,4.650809,5.987095,6.486654,,,,,
11920,4.658428,5.998704,6.497647,5.774341,5.689305,5.572133,5.472158,
11921,4.664986,6.008295,6.50777,,,,,
11922,4.669313,6.014398,6.51547,5.789416,,,,
11923,4.671544,6.017926,6.52094,,,,,
11924,4.672442,6.020573,6.52513,5.797743,5.712244,,,
11925,4.673286,6.024741,6.529593,,,,,
11926,4.675218,6.032234,6.535634,5.805198,,,,
11927,4.678891,6.043555,6.543852,,,,,
11928,4.684116,6.057324,6.553566,5.81709,5.729932,5.610963,,
11929,4.689994,6.071158,6.563362,,,,,
11930,4.695381,6.082382,6.571254,5.829335,,,,
11931,4.699545,6.089716,6.576315,,,,,
11932,4.701803,6.092209,6.577839,5.835158,5.74781,,,
11933,4.702674,6.09155,6.577159,,,,,
11934,4.702973,6.090019,6.576016,5.835757,,,,
11935,4.703654,6.089864,6.576125,,,,,
11936,4.70515,6.092156,6.578247,5.838941,5.752354,5.632651,5.532186,5.509166
11937,4.707355,6.09634,6.582057,,,,,
11938,4.709395,6.100612,6.586193,5.845471,,,,
11939,4.709994,6.102338,6.588506,,,,,
11940,4.707817,6.099065,6.586764,5.844927,5.758041,,,
11941,4.701912,6.089256,6.579444,,,,,
11942,4.69179,6.072039,6.565594,5.82607,,,,
11943,4.678238,6.048819,6.54611,,,,,
11944,4.662428,6.021987,6.522899,5.789497,5.702829,5.584868,,
11945,4.645884,5.994397,6.498354,,,,,
11946,4.630183,5.968815,6.475061,5.748708,,,,
11947,4.616604,5.947274,6.455088,,,,,
11948,4.606046,5.931011,6.439796,5.718884,5.63276,,,
11949,4.59938,5.921124,6.430353,,,,,
11950,4.596958,5.918005,6.427061,5.708299,,,,
11951,4.599108,5.922044,6.430163,,,,,
11952,4.605393,5.932237,6.438843,5.718285,5.632488,5.515724,5.417137,
11953,4.615489,5.947884,6.452612,,,,,
11954,4.628605,5.967852,6.470599,5.744952,,,,
11955,4.643544,5.990573,6.491252,,,,,
11956,4.658918,6.014148,6.512749,5.78049,5.693931,,,
11957,4.673259,6.036451,6.533076,,,,,
11958,4.685177,6.055254,6.550247,5.812491,,,,
11959,4.693586,6.068974,6.562764,,,,,
11960,4.697939,6.076876,6.569812,5.829498,5.742041,5.622039,,
11961,4.698348,6.079674,6.571771,,,,,
11962,4.695245,6.078203,6.56924,5.829117,,,,
11963,4.689939,6.074677,6.564152,,,,,
11964,4.68398,6.07108,6.55841,5.819648,5.731782,,,
11965,4.678755,6.068703,6.553702,,,,,
11966,4.675245,6.067992,6.55109,5.813335,,,,
11967,4.673803,6.068445,6.550709,,,,,
11968,4.674293,6.06918,6.552124,5.815131,5.726938,5.607997,5.506717,5.484294
11969,4.676388,6.069393,6.554709,,,,,
11970,4.679708,6.068906,6.557975,5.82207,,,,
11971,4.684198,6.068504,6.56192,,,,,
11972,4.689449,6.068615,6.566029,5.830913,5.742775,,,
11973,4.695218,6.070254,6.570383,,,,,
11974,4.700987,6.07355,6.574438,5.838777,,,,
11975,4.70564,6.07727,6.57705,,,,,
11976,4.70798,6.079411,6.576696,5.839893,5.752136,5.632107,,
11977,4.706892,6.077681,6.572097,,,,,
11978,4.701831,6.070203,6.562437,5.826668,,,,
11979,4.692932,6.055976,6.547743,,,,,
11980,4.681096,6.035458,6.529076,5.79845,5.7117,,,
11981,4.667952,6.010917,6.50864,,,,,
11982,4.654755,5.984548,6.488123,5.765062,,,,
11983,4.643081,5.960229,6.470109,,,,,
11984,4.633965,5.941328,6.456531,5.739864,5.653631,5.53654,5.437164,
11985,4.627952,5.930308,6.448585,,,,,
11986,4.625149,5.928184,6.44668,5.732054,,,,
11987,4.625258,5.93418,6.450272,,,,,
11988,4.62806,5.946695,6.458571,5.741442,5.654447,,,
11989,4.63334,5.963521,6.470544,,,,,
11990,4.64085,5.982493,6.484966,5.762286,,,,
11991,4.65051,6.002722,6.50132,,,,,
11992,4.661367,6.022358,6.518028,5.787892,5.70038,5.581929,,
11993,4.672796,6.041056,6.534382,,,,,
11994,4.683762,6.058291,6.549702,5.811838,,,,
11995,4.693341,6.073748,6.56339,,,,,
11996,4.700824,6.087322,6.575063,5.83124,5.743673,,,
11997,4.706048,6.09915,6.584832,,,,,
