Time(fs),ZINDO,LC-DFTB,STO-3G,3-21G,6-31G,def2-SVP,def2-TZVP,def2-QZVP
11998,4.709205,6.109124,6.592805,5.846097,,,,
11999,4.710838,6.117173,6.599282,,,,,
12000,4.711627,6.123219,6.604397,5.856873,5.767973,5.646365,5.543506,5.520703
12001,4.712198,6.127405,6.608343,,,,,
12002,4.712525,6.128941,6.610465,5.862478,,,,
12003,4.712497,6.127813,6.610465,,,,,
12004,4.711817,6.12416,6.608016,5.860084,5.77015,,,
12005,4.709858,6.117969,6.602547,,,,,
12006,4.706212,6.10943,6.594084,5.847893,,,,
12007,4.700715,6.098186,6.58241,,,,,
12008,4.693613,6.08425,6.568342,5.82694,5.737796,5.617277,,
12009,4.685531,6.068371,6.55324,,,,,
12010,4.677422,6.05166,6.538491,5.803103,,,,
12011,4.67051,6.036323,6.526164,,,,,
12012,4.665177,6.022908,6.51664,5.785525,5.697931,,,
12013,4.661911,6.012651,6.5106,,,,,
12014,4.660496,6.005755,6.507661,5.778504,,,,
12015,4.660088,6.001516,6.506599,,,,,
12016,4.659571,5.998289,6.505702,5.778178,5.690856,5.571099,5.46911,
12017,4.657721,5.993776,6.503089,,,,,
12018,4.653775,5.986264,6.497484,5.77347,,,,
12019,4.647517,5.974973,6.488368,,,,,
12020,4.639598,5.960827,6.476449,5.757987,5.670774,,,
12021,4.631625,5.946734,6.463986,,,,,
12022,4.624795,5.93506,6.452857,5.739156,,,,
12023,4.620768,5.929232,6.445836,,,,,
12024,4.620713,5.931416,6.444884,5.731619,5.644733,5.527452,,
12025,4.624986,5.942309,6.450952,,,,,
12026,4.633367,5.960916,6.463823,5.745116,,,,
12027,4.645013,5.985035,6.482381,,,,,
12028,4.658728,6.01157,6.504613,5.776735,5.688897,,,
12029,4.673259,6.037817,6.528532,,,,,
12030,4.687463,6.061823,6.552206,5.815865,,,,
12031,4.700633,6.083088,6.574465,,,,,
12032,4.712089,6.101348,6.594057,5.852165,5.763429,5.641549,5.537874,5.514254
12033,4.721695,6.117331,6.610656,,,,,
12034,4.729151,6.130877,6.623472,5.877907,,,,
12035,4.734158,6.141461,6.631962,,,,,
12036,4.736226,6.147818,6.635255,5.886533,5.797933,,,
12037,4.73462,6.148291,6.632479,,,,,
12038,4.728933,6.14174,6.623364,5.873744,,,,
12039,4.7193,6.127956,6.60837,,,,,
12040,4.70662,6.108159,6.588968,5.843131,5.755211,5.633141,,
12041,4.693041,6.085876,6.568369,,,,,
12042,4.680306,6.06384,6.548913,5.810124,,,,
12043,4.670646,6.045958,6.533756,,,,,
12044,4.665585,6.034907,6.525158,5.791919,5.704353,,,
12045,4.665422,6.030988,6.523307,,,,,
12046,4.669313,6.032667,6.526899,5.79464,,,,
12047,4.675408,6.036838,6.533212,,,,,
12048,4.681368,6.039992,6.538954,5.805498,5.717387,5.598419,5.496023,
12049,4.684851,6.039221,6.541104,,,,,
12050,4.68447,6.03328,6.538001,5.805933,,,,
12051,4.680279,6.023279,6.53011,,,,,
12052,4.672823,6.010237,6.518137,5.790477,5.702938,,,
12053,4.664116,5.997066,6.504776,,,,,
12054,4.656143,5.986117,6.492586,5.768926,,,,
12055,4.650455,5.97905,6.483715,,,,,
12056,4.64787,5.976706,6.479415,5.756272,5.669223,5.550092,,
12057,4.64817,5.978757,6.479905,,,,,
12058,4.650537,5.984284,6.484341,5.758585,,,,
12059,4.654075,5.992282,6.491769,,,,,
12060,4.657911,6.001476,6.500912,5.771837,5.684189,,,
12061,4.66183,6.011441,6.511117,,,,,
12062,4.665585,6.021299,6.521457,5.789225,,,,
12063,4.669612,6.03151,6.531879,,,,,
12064,4.674265,6.042409,6.542274,5.806777,5.718122,5.598882,5.495995,5.473383
12065,4.679626,6.053594,6.552369,,,,,
12066,4.685613,6.064514,6.561893,5.823022,,,,
12067,4.691708,6.074271,6.57041,,,,,
12068,4.697286,6.082336,6.577431,5.835866,5.747048,,,
12069,4.701858,6.088825,6.582819,,,,,
12070,4.705314,6.094272,6.586846,5.844111,,,,
12071,4.708089,6.099694,6.590465,,,,,
12072,4.710402,6.10494,6.593812,5.850424,5.762096,5.639916,,
12073,4.71296,6.110508,6.597676,,,,,
12074,4.715872,6.116039,6.601948,5.857118,,,,
12075,4.718593,6.120415,6.605676,,,,,
12076,4.719872,6.12164,6.607118,5.860764,5.771837,,,
12077,4.718185,6.117286,6.604125,,,,,
12078,4.712035,6.105223,6.594737,5.850179,,,,
12079,4.700797,6.084713,6.578247,,,,,
12080,4.685014,6.056953,6.555362,5.818314,5.72966,5.610501,5.508077,
12081,4.666918,6.025941,6.529158,,,,,
12082,4.648551,5.995101,6.502273,5.775647,,,,
12083,4.632686,5.968834,6.478327,,,,,
12084,4.621421,5.950354,6.460313,5.741524,5.654529,,,
12085,4.615734,5.940934,6.449728,,,,,
12086,4.615625,5.940255,6.446925,5.729823,,,,
12087,4.620033,5.946361,6.450789,,,,,
12088,4.627543,5.956699,6.45966,5.739592,5.653005,5.534772,,
12089,4.636687,5.968774,6.471551,,,,,
12090,4.646292,5.980863,6.484776,5.760708,,,,
12091,4.655462,5.99202,6.497837,,,,,
12092,4.663626,6.001857,6.509566,5.782504,5.695346,,,
12093,4.670456,6.01082,6.519362,,,,,
12094,4.675544,6.019094,6.526763,5.797797,,,,
12095,4.678538,6.026446,6.531443,,,,,
12096,4.679381,6.032345,6.53343,5.803321,5.715401,5.59616,5.494716,5.471995
12097,4.678402,6.036292,6.533131,,,,,
12098,4.676551,6.038679,6.531961,5.801525,,,,
12099,4.675136,6.040662,6.531335,,,,,
12100,4.675626,6.044368,6.533512,5.802096,5.714013,,,
12101,4.6793,6.052198,6.540206,,,,,
12102,4.686347,6.064845,6.551607,5.815974,,,,
12103,4.69666,6.082677,6.567635,,,,,
12104,4.709314,6.104277,6.587009,5.84422,5.755674,5.635998,,
12105,4.722892,6.127161,6.607663,,,,,
12106,4.73579,6.148554,6.627282,5.877145,,,,
12107,4.746593,6.16598,6.643772,,,,,
12108,4.754076,6.17751,6.65531,5.900466,5.811403,,,
12109,4.757451,6.18204,6.660562,,,,,
12110,4.756253,6.179132,6.658738,5.902833,,,,
12111,4.750757,6.169646,6.650167,,,,,
12112,4.740661,6.153202,6.63452,5.881363,5.792708,5.671699,5.569548,
12113,4.726402,6.130573,6.612615,,,,,
12114,4.708688,6.102631,6.585703,5.840111,,,,
12115,4.688579,6.070613,6.55558,,,,,
12116,4.66798,6.036609,6.524777,5.791185,5.703428,,,
12117,4.649177,6.00359,6.496504,,,,,
12118,4.634809,5.975688,6.474381,5.75268,,,,
12119,4.62689,5.956629,6.461293,,,,,
12120,4.626265,5.948828,6.458517,5.741497,5.654393,5.538146,,
12121,4.632442,5.952744,6.465537,,,,,
12122,4.643163,5.965296,6.478925,5.757932,,,,
12123,4.655816,5.982799,6.495361,,,,,
12124,4.667408,6.000384,6.510464,5.782667,5.695428,,,
12125,4.67568,6.014363,6.521294,,,,,
12126,4.679572,6.022479,6.526409,5.795511,,,,
12127,4.679463,6.024727,6.526382,,,,,
12128,4.676905,6.022829,6.523226,5.793525,5.706584,5.587943,5.487696,5.464539
12129,4.673939,6.019318,6.519525,,,,,
12130,4.672361,6.017031,6.517756,5.789742,,,,
12131,4.673395,6.018451,6.519797,,,,,
12132,4.676714,6.023877,6.525539,5.796409,5.709659,,,
12133,4.681667,6.033479,6.534654,,,,,
12134,4.687191,6.046327,6.545947,5.812763,,,,
12135,4.692225,6.06094,6.558002,,,,,
12136,4.696225,6.075515,6.569403,5.830913,5.742857,5.624188,,
12137,4.699137,6.088563,6.579308,,,,,
12138,4.701232,6.098894,6.587091,5.844138,,,,
12139,4.702973,6.106142,6.592588,,,,,
12140,4.704824,6.110781,6.596179,5.850778,5.761932,,,
12141,4.707082,6.113885,6.598438,,,,,
12142,4.709395,6.115568,6.599309,5.853172,,,,
12143,4.711545,6.116439,6.599145,,,,,
12144,4.712987,6.116214,6.597867,5.852138,5.764381,5.643726,5.542146,
12145,4.713314,6.114567,6.595472,,,,,
12146,4.71228,6.110948,6.591771,5.847458,,,,
12147,4.709994,6.105232,6.587145,,,,,
12148,4.706484,6.09705,6.581295,5.839213,5.752245,,,
12149,4.701858,6.086429,6.574111,,,,,
12150,4.696198,6.073671,6.565485,5.826913,,,,
12151,4.689885,6.05992,6.555716,,,,,
12152,4.682483,6.044816,6.544097,5.80996,5.722966,5.604678,,
12153,4.674238,6.029267,6.531035,,,,,
12154,4.665177,6.01337,6.516559,5.787511,,,,
12155,4.655653,5.997419,6.501212,,,,,
12156,4.646183,5.981989,6.485919,5.762014,5.675237,,,
12157,4.637448,5.967869,6.471878,,,,,
12158,4.630428,5.956503,6.460667,5.740544,,,,
12159,4.626047,5.949461,6.453837,,,,,
12160,4.625176,5.948497,6.452857,5.733496,5.647291,5.531288,5.431831,5.409354
12161,4.628605,5.955071,6.458898,,,,,
12162,4.636197,5.969027,6.471578,5.748735,,,,
12163,4.647544,5.989573,6.490109,,,,,
12164,4.661558,6.014562,6.512532,5.783048,5.696434,,,
12165,4.676578,6.040813,6.536233,,,,,
12166,4.690783,6.064936,6.558356,5.822042,,,,
12167,4.70262,6.084192,6.576506,,,,,
12168,4.710919,6.096975,6.589077,5.848573,5.761089,5.642148,,
12169,4.715355,6.10355,6.595771,,,,,
12170,4.716443,6.105673,6.597513,5.855648,,,,
12171,4.715382,6.105998,6.596288,,,,,
12172,4.713178,6.105758,6.593431,5.850941,5.763347,,,
12173,4.711137,6.106296,6.590601,,,,,
12174,4.709967,6.107503,6.588751,5.845226,,,,
12175,4.709749,6.108537,6.587934,,,,,
12176,4.710212,6.108461,6.587744,5.84373,5.756436,5.637141,5.536785,
12177,4.710783,6.106759,6.587635,,,,,
12178,4.710892,6.103455,6.587172,5.844519,,,,
12179,4.710402,6.099207,6.586274,,,,,
12180,4.709341,6.094775,6.585104,5.845281,5.758123,,,
12181,4.708416,6.091367,6.58456,,,,,
12182,4.707599,6.088525,6.583608,5.845798,,,,
12183,4.706974,6.086031,6.582247,,,,,
12184,4.706076,6.082875,6.579608,5.842288,5.755483,5.63627,,
12185,4.703817,6.077335,6.574301,,,,,
12186,4.699055,6.06769,6.564832,5.828002,,,,
12187,4.690892,6.052864,6.550437,,,,,
12188,4.679191,6.032946,6.531389,5.798314,5.712217,,,
12189,4.664796,6.009513,6.509348,,,,,
12190,4.64934,5.985331,6.486871,5.761007,,,,
12191,4.635516,5.96468,6.46785,,,,,
12192,4.625013,5.94974,6.454326,5.734503,5.649032,5.532214,5.433382,5.41115
12193,4.619625,5.942901,6.448449,,,,,
12194,4.620006,5.944734,6.450816,5.731483,,,,
12195,4.625802,5.954247,6.460585,,,,,
12196,4.635652,5.969296,6.475715,5.751265,5.665196,,,
12197,4.647762,5.987489,6.493728,,,,,
12198,4.660415,6.006622,6.512287,5.781579,,,,
12199,4.672333,6.025332,6.529729,,,,,
12200,4.683028,6.043221,6.545294,5.810396,5.723809,5.606011,,
12201,4.692633,6.060641,6.55939,,,,,
12202,4.701286,6.077342,6.571852,5.83377,,,,
12203,4.709395,6.093734,6.58339,,,,,
12204,4.717069,6.10942,6.594193,5.852329,5.765742,,,
12205,4.723845,6.123196,6.603717,,,,,
12206,4.729232,6.134084,6.611581,5.865553,,,,
12207,4.732607,6.140946,6.617051,,,,,
12208,4.733532,6.143294,6.619581,5.871186,5.784137,5.663155,5.561466,
12209,4.731872,6.141282,6.619037,,,,,
12210,4.727981,6.13576,6.61569,5.867921,,,,
12211,4.722675,6.128239,6.610384,,,,,
12212,4.716307,6.118874,6.603091,5.857907,5.770341,,,
12213,4.709804,6.108876,6.594819,,,,,
12214,4.703627,6.098564,6.58603,5.844138,,,,
12215,4.698075,6.087953,6.576995,,,,,
12216,4.693205,6.077173,6.56807,5.82958,5.742258,5.623372,,
12217,4.689014,6.0665,6.559362,,,,,
12218,4.685667,6.056633,6.551526,5.8166,,,,
12219,4.683327,6.048554,6.544995,,,,,
12220,4.682102,6.04288,6.540097,5.807729,5.721278,,,
12221,4.68213,6.040191,6.537185,,,,,
12222,4.682565,6.038845,6.53509,5.803675,,,,
12223,4.682701,6.037326,6.532831,,,,,
12224,4.681613,6.033618,6.529267,5.79913,5.713387,5.594609,5.493982,5.471206
12225,4.678483,6.026122,6.523416,,,,,
12226,4.673068,6.014555,6.515144,5.788736,,,,
12227,4.665694,6.000207,6.505212,,,,,
12228,4.657476,5.985793,6.49528,5.773769,5.688108,,,
12229,4.649884,5.974449,6.487252,,,,,
12230,4.644333,5.968687,6.482762,5.763456,,,,
12231,4.642047,5.970157,6.48298,,,,,
12232,4.643081,5.97827,6.487552,5.765796,5.679808,5.562609,,
12233,4.647381,5.991966,6.496041,,,,,
12234,4.654374,6.009382,6.507634,5.780327,,,,
12235,4.663272,6.028507,6.521375,,,,,
12236,4.673449,6.047806,6.536559,5.802668,5.716408,,,
12237,4.684524,6.066468,6.55275,,,,,
12238,4.696143,6.084089,6.569458,5.829063,,,,
12239,4.707872,6.100414,6.58603,,,,,
12240,4.719083,6.115161,6.601513,5.855703,5.769252,5.648216,5.546581,
12241,4.729151,6.128475,6.615227,,,,,
12242,4.736797,6.139014,6.625541,5.876465,,,,
12243,4.741423,6.146279,6.631881,,,,,
12244,4.742457,6.149282,6.633568,5.884084,5.797035,,,
12245,4.739845,6.147334,6.630493,,,,,
12246,4.734158,6.140397,6.623119,5.875812,,,,
12247,4.726266,6.129148,6.612452,,,,,
12248,4.717341,6.115011,6.59969,5.856111,5.768898,5.64876,,
12249,4.708443,6.099739,6.586302,,,,,
12250,4.700443,6.085095,6.573403,5.833689,,,,
12251,4.693912,6.07261,6.562056,,,,,
12252,4.688606,6.062015,6.55226,5.815865,5.729551,,,
12253,4.684579,6.053542,6.544342,,,,,
12254,4.681776,6.046951,6.538437,5.804872,,,,
12255,4.680089,6.041885,6.534546,,,,,
12256,4.679653,6.038368,6.53275,5.801008,5.715401,5.59646,5.495614,5.47341
12257,4.680334,6.036231,6.53275,,,,,
12258,4.681776,6.035137,6.533811,5.802668,,,,
12259,4.683354,6.034497,6.535008,,,,,
12260,4.684116,6.033279,6.535008,5.803947,5.71853,,,
12261,4.683272,6.03066,6.532967,,,,,
12262,4.679844,6.024975,6.527579,5.797906,,,,
12263,4.673912,6.016395,6.519226,,,,,
12264,4.666156,6.005886,6.509076,5.782831,5.697088,5.578854,,
12265,4.657803,5.995082,6.49879,,,,,
12266,4.650537,5.986472,6.490654,5.767647,,,,
12267,4.64621,5.98269,6.487034,,,,,
12268,4.646129,5.985683,6.489511,5.765878,5.679618,,,
12269,4.651081,5.99669,6.499062,,,,,
12270,4.660905,6.015447,6.515307,5.785361,,,,
12271,4.674592,6.040367,6.536723,,,,,
12272,4.690021,6.067836,6.560288,5.820791,5.733687,5.614174,5.511288,
12273,4.705232,6.09468,6.583336,,,,,
12274,4.718293,6.117422,6.603009,5.85592,,,,
12275,4.727845,6.133799,6.61754,,,,,
12276,4.73345,6.142895,6.626085,5.876601,5.789579,,,
12277,4.735464,6.145481,6.62916,,,,,
12278,4.734648,6.143311,6.62769,5.879867,,,,
12279,4.732117,6.138826,6.623799,,,,,
12280,4.728552,6.133602,6.618384,5.872247,5.785906,5.663862,,
12281,4.724579,6.128922,6.61267,,,,,
12282,4.720062,6.124019,6.606329,5.860737,,,,
12283,4.714919,6.117993,6.599254,,,,,
12284,4.708987,6.109645,6.591064,5.846641,5.760408,,,
12285,4.702048,6.097984,6.581186,,,,,
12286,4.694266,6.083099,6.569648,5.828709,,,,
12287,4.685912,6.065752,6.55675,,,,,
12288,4.677531,6.047307,,,,,5.500077,5.477736
12289,4.66983,6.029499,,,,,5.489846,5.467668
12290,4.663326,6.013582,,,,,5.480621,5.458525
12291,4.658728,6.001176,,,,,5.473274,5.451233
12292,4.655762,5.991956,,,,,5.467695,5.4456
12293,4.65451,5.98634,,,,,5.464158,5.441981
12294,4.654564,5.983827,,,,,5.462498,5.44013
12295,4.655598,5.983923,,,,,5.462471,5.43994
12296,4.657258,5.985942,,,,,5.463804,5.441164
12297,4.659408,5.989376,,,,,5.466362,5.443641
12298,4.662075,5.994264,,,,,5.470144,5.447369
12299,4.665503,6.00094,,,,,5.47526,5.452457
12300,4.669884,6.00983,,,,,5.481655,5.458825
12301,4.675408,6.021342,,,,,5.489356,5.466553
12302,4.681476,6.034308,,,,,5.497546,5.474743
12303,4.687653,6.0479,,,,,5.505574,5.482879
12304,4.693096,6.060449,,,,,5.512649,5.49009
12305,4.697123,6.07055,,,,,5.518091,5.49556
12306,4.69949,6.07772,,,,,5.52171,5.499206
12307,4.700388,6.082335,,,,,5.523751,5.501274
12308,4.700606,6.085707,,,,,5.525084,5.50258
12309,4.701259,6.089649,,,,,5.526771,5.50424
12310,4.703382,6.095704,,,,,5.529901,5.507315
12311,4.707735,6.104905,,,,,5.535289,5.512567
12312,4.714049,6.116361,,,,,5.542418,5.519615
12313,4.721749,6.128919,,,,,5.550799,5.527805
12314,4.729749,6.1409,,,,,5.559371,5.536159
12315,4.736716,6.150249,,,,,5.566718,5.543289
12316,4.741342,6.1554,,,,,5.571589,5.548024
12317,4.742729,6.155448,,,,,5.572949,5.549302
12318,4.740498,6.150167,,,,,5.570255,5.546609
12319,4.734784,6.140064,,,,,5.563371,5.53986
12320,4.726049,6.125646,,,,,5.552704,5.529384
12321,4.715273,6.108193,,,,,5.539316,5.516186
12322,4.702783,6.087449,,,,,5.52356,5.500621
12323,4.689422,6.064338,,,,,5.506689,5.483886
12324,4.67568,6.039557,,,,,5.489655,5.466961
12325,4.662265,6.014253,,,,,5.473464,5.450879
12326,4.649993,5.990255,,,,,5.459342,5.436838
12327,4.640061,5.970103,,,,,5.448566,5.426116
12328,4.633748,5.956307,,,,,5.442253,5.419858
12329,4.632088,5.950931,,,,,5.441273,5.418878
12330,4.635598,5.95493,,,,,5.445845,5.42345
12331,4.644115,5.967824,,,,,5.455505,5.433055
12332,4.656007,5.986466,,,,,5.468376,5.44579
12333,4.669476,6.00761,,,,,5.48239,5.45975
12334,4.682157,6.027281,,,,,5.495261,5.472539
12335,4.692034,6.042476,,,,,5.505138,5.482335
12336,4.697776,6.051678,,,,,5.510826,5.487941
12337,4.699218,6.055352,,,,,5.512458,5.489465
12338,4.697205,6.055265,,,,,5.510907,5.487832
12339,4.693341,6.054148,,,,,5.507968,5.484866
12340,4.689368,6.054366,,,,,5.505383,5.482308
12341,4.687082,6.058218,,,,,5.505029,5.481954
12342,4.687082,6.065745,,,,,5.50737,5.484322
12343,4.689776,6.076707,,,,,5.512621,5.489601
12344,4.694837,6.089774,,,,,5.52035,5.497383
12345,4.701504,6.103093,,,,,5.529574,5.506662
12346,4.708824,6.115032,,,,,5.539207,5.516295
12347,4.716008,6.124568,,,,,5.548187,5.525275
12348,4.722402,6.131428,,,,,5.55586,5.532812
12349,4.7276,6.135838,,,,,5.561439,5.538309
12350,4.731355,6.138255,,,,,5.564731,5.541493
12351,4.73375,6.139242,,,,,5.565793,5.542418
12352,4.734022,6.137614,,,,,5.563915,5.540404
12353,4.732199,6.133299,,,,,5.559398,5.535806
12354,4.727954,6.12539,,,,,5.552187,5.528595
12355,4.721368,6.113507,,,,,5.542717,5.519125
12356,4.712797,6.097859,,,,,5.531588,5.508104
12357,4.702783,6.079143,,,,,5.519533,5.496159
12358,4.692334,6.059026,,,,,5.507506,5.484294
12359,4.682293,6.039341,,,,,5.496376,5.473301
12360,4.673286,6.021734,,,,,5.486635,5.46375
12361,4.665857,6.007523,,,,,5.478634,5.45594
12362,4.659735,5.996241,,,,,5.471859,5.449382
12363,4.655,5.987912,,,,,5.466362,5.444076
12364,4.651517,5.981939,,,,,5.461954,5.439777
12365,4.649421,5.978346,,,,,5.458797,5.436674
12366,4.648959,5.977703,,,,,5.457355,5.435205
12367,4.650347,5.980554,,,,,5.457981,5.435668
12368,4.653857,5.987451,,,,,5.461001,5.438552
12369,4.65949,5.998502,,,,,5.466634,5.444022
12370,4.666864,6.012811,,,,,5.47458,5.451777
12371,4.675626,6.02939,,,,,5.484567,5.461627
12372,4.684579,6.045632,,,,,5.495342,5.472294
12373,4.693177,6.06037,,,,,5.506417,5.483288
12374,4.700905,6.072767,,,,,5.517139,5.493954
12375,4.707327,6.082783,,,,,5.527016,5.503805
12376,4.71228,6.090842,,,,,5.535588,5.512377
12377,4.715654,6.097777,,,,,5.542554,5.51937
12378,4.717532,6.104174,,,,,5.547643,5.524458
12379,4.717967,6.110142,,,,,5.550609,5.527506
12380,4.717123,6.115205,,,,,5.551343,5.528268
12381,4.7153,6.118938,,,,,5.550173,5.527152
12382,4.712416,6.119554,,,,,5.546881,5.523914
12383,4.709014,6.116943,,,,,5.542282,5.519343
12384,4.705722,6.111441,,,,,5.537221,5.514309
12385,4.703218,6.104257,,,,,5.532622,5.50971
12386,4.702103,6.097191,,,,,5.529438,5.506499
12387,4.702756,6.092037,,,,,5.528214,5.50522
12388,4.705042,6.08988,,,,,5.528976,5.5059
12389,4.708198,6.090474,,,,,5.530989,5.507859
12390,4.711055,6.092348,,,,,5.53303,5.509819
12391,4.712497,6.093722,,,,,5.533928,5.510689
12392,4.710783,6.091132,,,,,5.531751,5.508485
12393,4.705341,6.082985,,,,,5.525819,5.502553
12394,4.696307,6.068649,,,,,5.515996,5.49273
12395,4.684415,6.048824,,,,,5.502853,5.479614
12396,4.671082,6.025488,,,,,5.487587,5.46443
12397,4.658075,6.001559,,,,,5.471913,5.448838
12398,4.646918,5.980039,,,,,5.457627,5.434742
12399,4.638673,5.963387,,,,,5.446253,5.423477
12400,4.633993,5.953271,,,,,5.43896,5.41632
12401,4.633149,5.950644,,,,,5.436593,5.414035
12402,4.635734,5.954779,,,,,5.43896,5.416402
12403,4.641721,5.965531,,,,,5.446117,5.423586
12404,4.650809,5.981924,,,,,5.457546,5.434987
12405,4.66251,6.002825,,,,,5.472457,5.449818
12406,4.676197,6.0267,,,,,5.489655,5.466961
12407,4.690864,6.051886,,,,,5.507859,5.485084
12408,4.705314,6.07652,,,,,5.525492,5.50258
12409,4.718185,6.098815,,,,,5.541085,5.518064
12410,4.728171,6.116975,,,,,5.553248,5.530118
12411,4.73462,6.13023,,,,,5.561357,5.538146
12412,4.736552,6.136804,,,,,5.564405,5.541139
12413,4.734403,6.13711,,,,,5.562854,5.539642
12414,4.729178,6.132344,,,,,5.557792,5.534635
12415,4.722321,6.124518,,,,,5.550663,5.527561
12416,4.715518,6.116117,,,,,5.543262,5.520241
12417,4.71013,6.109201,,,,,5.537085,5.514145
12418,4.706919,6.10487,,,,,5.53303,5.510172
12419,4.705831,6.102974,,,,,5.531261,5.508458
12420,4.70613,6.102337,,,,,5.531152,5.508404
12421,4.706837,6.101546,,,,,5.531806,5.509084
12422,4.706402,6.098026,,,,,5.531425,5.508649
12423,4.704116,6.090944,,,,,5.529139,5.506254
12424,4.699817,6.080252,,,,,5.524594,5.501546
12425,4.693912,6.067064,,,,,5.518091,5.49488
12426,4.687218,6.053065,,,,,5.510363,5.48707
12427,4.680633,6.04002,,,,,5.502336,5.478988
12428,4.67481,6.029337,,,,,5.494825,5.471532
12429,4.669993,6.0214,,,,,5.48824,5.465029
12430,4.666129,6.015761,,,,,5.482635,5.459505
12431,4.662809,6.011332,,,,,5.477764,5.45477
12432,4.659136,6.005765,,,,,5.472675,5.449818
12433,4.654891,5.998353,,,,,5.467287,5.444593
12434,4.650129,5.989098,,,,,5.461655,5.439151
12435,4.645204,5.979032,,,,,5.456267,5.433926
12436,4.64085,5.970077,,,,,5.451858,5.429681
12437,4.637993,5.964427,,,,,5.449437,5.427341
12438,4.637448,5.963886,,,,,5.449736,5.42764
12439,4.639707,5.969314,,,,,5.45311,5.430987
12440,4.644904,5.980646,,,,,5.459641,5.437436
12441,4.65285,5.997032,,,,,5.469029,5.446743
12442,4.662401,6.015982,,,,,5.480077,5.457709
12443,4.672959,6.036086,,,,,5.492295,5.469791
12444,4.683871,6.056176,,,,,5.505057,5.482444
12445,4.694674,6.075638,,,,,5.518037,5.495233
12446,4.705178,6.094409,,,,,5.530908,5.507914
12447,4.715028,6.112194,,,,,5.543316,5.520105
12448,4.724062,6.128644,,,,,5.554718,5.531316
12449,4.731845,6.143001,,,,,5.564514,5.541003
12450,4.737831,6.154209,,,,,5.571861,5.548296
12451,4.741586,6.161586,,,,,5.576323,5.552785
12452,4.742022,6.163057,,,,,5.576623,5.553221
12453,4.738974,6.158209,,,,,5.572704,5.549438
12454,4.732498,6.146921,,,,,5.564704,5.541574
12455,4.723137,6.130046,,,,,5.553357,5.530336
12456,4.711926,6.109375,,,,,5.539833,5.516948
12457,4.700062,6.087155,,,,,5.52552,5.502744
12458,4.689041,6.066194,,,,,5.512132,5.489437
12459,4.67998,6.048585,,,,,5.500975,5.478308
12460,4.673857,6.035783,,,,,5.492948,5.470226
12461,4.671082,6.02831,,,,,5.488621,5.465682
12462,4.671082,6.024835,,,,,5.487016,5.46394
12463,4.673095,6.024191,,,,,5.487505,5.464348
12464,4.675925,6.024514,,,,,5.488893,5.465655
12465,4.678075,6.023738,,,,,5.489737,5.466444
12466,4.678347,6.02045,,,,,5.488975,5.465655
12467,4.676143,6.014056,,,,,5.485982,5.462689
12468,4.671435,6.005099,,,,,5.48073,5.457464
12469,4.664959,5.995129,,,,,5.473845,5.450716
12470,4.65783,5.986109,,,,,5.466471,5.443477
12471,4.651245,5.979594,,,,,5.459723,5.436919
12472,4.645938,5.975857,,,,,5.454389,5.431776
